"","ExperimentName","Subject","Group","Block","Trial","STIM","TASK","Switch","Congruent","CVOE","Response","KEY","RT","Match","score","block_type","zRT"
"120","CVOE updated",5,1,2,34,"J 26","","",FALSE,"OE","p","p",586,TRUE,1,"oe",-0.643315726660342
"121","CVOE updated",5,1,2,35,"D 24","","",FALSE,"OE","p","p",505,TRUE,1,"oe",-0.727585761435558
"122","CVOE updated",5,1,2,36,"O 50","","",TRUE,"OE","q","p",1918,FALSE,0,"oe",0.74245817853211
"123","CVOE updated",5,1,2,37,"U 16","","",TRUE,"OE","p","p",695,TRUE,1,"oe",-0.529915309493692
"124","CVOE updated",5,1,2,38,"O 15","","",FALSE,"OE","q","q",610,TRUE,1,"oe",-0.618346827467685
"125","CVOE updated",5,1,2,39,"D 32","","",FALSE,"OE","p","p",773,TRUE,1,"oe",-0.448766387117557
"126","CVOE updated",5,1,2,40,"S 67","","",TRUE,"OE","q","q",912,TRUE,1,"oe",-0.304154845960087
"127","CVOE updated",5,1,2,41,"J 74","","",FALSE,"OE","p","p",1486,TRUE,1,"oe",0.293017993064288
"128","CVOE updated",5,1,2,42,"D 92","","",FALSE,"OE","p","p",687,TRUE,1,"oe",-0.538238275891244
"129","CVOE updated",5,1,2,43,"A 65","","",FALSE,"OE","q","q",794,TRUE,1,"oe",-0.426918600323983
"130","CVOE updated",5,1,2,44,"I 87","","",FALSE,"OE","q","q",1066,TRUE,1,"oe",-0.143937742807206
"131","CVOE updated",5,1,2,45,"H 61","","",TRUE,"OE","q","q",896,TRUE,1,"oe",-0.320800778755191
"132","CVOE updated",5,1,2,46,"E 59","","",FALSE,"OE","q","q",635,TRUE,1,"oe",-0.592337557475334
"133","CVOE updated",5,1,2,47,"I 33","","",FALSE,"OE","q","q",612,TRUE,1,"oe",-0.616266085868297
"134","CVOE updated",5,1,2,48,"O 90","","",TRUE,"OE","p","p",1191,TRUE,1,"oe",-0.0138913928454518
"135","CVOE updated",5,1,2,49,"U 51","","",FALSE,"OE","q","q",1093,TRUE,1,"oe",-0.115847731215467
"136","CVOE updated",5,1,2,50,"A 10","","",TRUE,"OE","p","p",872,TRUE,1,"oe",-0.345769677947848
"137","CVOE updated",5,1,2,51,"E 50","","",TRUE,"OE","p","p",558,TRUE,1,"oe",-0.672446109051774
"138","CVOE updated",5,1,2,52,"D 92","","",FALSE,"OE","p","p",678,TRUE,1,"oe",-0.547601613088491
"139","CVOE updated",5,1,2,53,"E 60","","",TRUE,"OE","p","p",639,TRUE,1,"oe",-0.588176074276558
"140","CVOE updated",5,1,2,54,"A 95","","",FALSE,"OE","q","q",1423,TRUE,1,"oe",0.227474632683564
"141","CVOE updated",5,1,2,55,"E 64","","",TRUE,"OE","p","p",909,TRUE,1,"oe",-0.307275958359169
"142","CVOE updated",5,1,2,56,"P 20","","",FALSE,"OE","p","p",691,TRUE,1,"oe",-0.534076792692468
"143","CVOE updated",5,1,2,57,"S 06","","",FALSE,"OE","p","p",782,TRUE,1,"oe",-0.439403049920311
"144","CVOE updated",5,1,2,58,"P 64","","",FALSE,"OE","p","p",596,TRUE,1,"oe",-0.632912018663401
"145","CVOE updated",5,1,2,59,"U 70","","",TRUE,"OE","p","p",565,TRUE,1,"oe",-0.665163513453916
"146","CVOE updated",5,1,2,60,"S 16","","",FALSE,"OE","p","p",541,TRUE,1,"oe",-0.690132412646573
"147","CVOE updated",5,1,2,61,"E 35","","",FALSE,"OE","q","q",564,TRUE,1,"oe",-0.66620388425361
"148","CVOE updated",5,1,2,62,"I 93","","",FALSE,"OE","q","q",555,TRUE,1,"oe",-0.675567221450857
"149","CVOE updated",5,1,2,63,"D 63","","",TRUE,"OE","q","q",588,TRUE,1,"oe",-0.641234985060953
"150","CVOE updated",5,1,2,64,"U 89","","",FALSE,"OE","q","q",625,TRUE,1,"oe",-0.602741265472274
"151","CVOE updated",5,1,2,65,"E 91","","",FALSE,"OE","q","q",639,TRUE,1,"oe",-0.588176074276558
"152","CVOE updated",5,1,2,66,"A 12","","",TRUE,"OE","p","p",448,TRUE,1,"oe",-0.786886897018118
"153","CVOE updated",5,1,2,67,"P 56","","",FALSE,"OE","p","p",563,TRUE,1,"oe",-0.667244255053304
"154","CVOE updated",5,1,2,68,"S 65","","",TRUE,"OE","q","q",579,TRUE,1,"oe",-0.6505983222582
"155","CVOE updated",5,1,2,69,"P 07","","",TRUE,"OE","q","q",894,TRUE,1,"oe",-0.322881520354579
"156","CVOE updated",5,1,2,70,"I 77","","",FALSE,"OE","q","q",593,TRUE,1,"oe",-0.636033131062483
"157","CVOE updated",5,1,2,71,"J 19","","",TRUE,"OE","q","q",651,TRUE,1,"oe",-0.575691624680229
"158","CVOE updated",5,1,2,72,"O 59","","",FALSE,"OE","q","q",469,TRUE,1,"oe",-0.765039110224543
"159","CVOE updated",5,1,2,73,"J 15","","",TRUE,"OE","q","q",700,TRUE,1,"oe",-0.524713455495222
"160","CVOE updated",5,1,2,74,"I 89","","",FALSE,"OE","q","q",1254,TRUE,1,"oe",0.0516519675352723
"161","CVOE updated",5,1,2,75,"O 97","","",FALSE,"OE","q","q",785,TRUE,1,"oe",-0.436281937521229
"162","CVOE updated",5,1,2,76,"A 92","","",TRUE,"OE","p","p",623,TRUE,1,"oe",-0.604822007071662
"163","CVOE updated",5,1,2,77,"J 90","","",FALSE,"OE","p","p",493,TRUE,1,"oe",-0.740070211031887
"164","CVOE updated",5,1,2,78,"H 65","","",TRUE,"OE","q","q",936,TRUE,1,"oe",-0.27918594676743
"165","CVOE updated",5,1,2,79,"H 17","","",TRUE,"OE","q","q",651,TRUE,1,"oe",-0.575691624680229
"166","CVOE updated",5,1,2,80,"S 26","","",FALSE,"OE","p","p",470,TRUE,1,"oe",-0.763998739424849
"167","CVOE updated",5,1,2,81,"D 56","","",FALSE,"OE","p","p",468,TRUE,1,"oe",-0.766079481024237
"168","CVOE updated",5,1,2,82,"I 91","","",FALSE,"OE","q","q",489,TRUE,1,"oe",-0.744231694230663
"169","CVOE updated",5,1,2,83,"J 11","","",TRUE,"OE","q","q",453,TRUE,1,"oe",-0.781685043019648
"170","CVOE updated",5,1,2,84,"O 28","","",TRUE,"OE","p","p",456,TRUE,1,"oe",-0.778563930620566
"171","CVOE updated",5,1,2,85,"H 29","","",TRUE,"OE","q","q",499,TRUE,1,"oe",-0.733827986233722
"172","CVOE updated",5,1,2,86,"J 25","","",TRUE,"OE","q","q",582,TRUE,1,"oe",-0.647477209859118
"173","CVOE updated",5,1,2,87,"A 73","","",FALSE,"OE","q","q",483,TRUE,1,"oe",-0.750473919028827
"174","CVOE updated",5,1,2,88,"J 63","","",TRUE,"OE","q","q",556,TRUE,1,"oe",-0.674526850651163
"175","CVOE updated",5,1,2,89,"U 84","","",TRUE,"OE","p","p",516,TRUE,1,"oe",-0.716141682638924
"176","CVOE updated",5,1,2,90,"A 58","","",TRUE,"OE","p","p",533,TRUE,1,"oe",-0.698455379044125
"177","CVOE updated",5,1,2,91,"S 43","","",TRUE,"OE","q","q",536,TRUE,1,"oe",-0.695334266645043
"178","CVOE updated",5,1,2,92,"H 54","","",FALSE,"OE","p","p",611,TRUE,1,"oe",-0.617306456667991
"179","CVOE updated",5,1,2,93,"D 4","","",FALSE,"OE","p","p",590,TRUE,1,"oe",-0.639154243461565
"180","CVOE updated",5,1,2,94,"J 75","","",TRUE,"OE","q","q",532,TRUE,1,"oe",-0.699495749843819
"181","CVOE updated",5,1,2,95,"D 19","","",TRUE,"OE","q","q",584,TRUE,1,"oe",-0.64539646825973
"182","CVOE updated",5,1,2,96,"J 38","","",FALSE,"OE","p","p",660,TRUE,1,"oe",-0.566328287482983
"183","CVOE updated",5,1,2,97,"I 56","","",TRUE,"OE","q","p",498,FALSE,0,"oe",-0.734868357033416
"184","CVOE updated",5,1,2,98,"P 87","","",TRUE,"OE","q","q",605,TRUE,1,"oe",-0.623548681466155
"185","CVOE updated",5,1,2,99,"O 80","","",TRUE,"OE","p","p",534,TRUE,1,"oe",-0.697415008244431
"186","CVOE updated",5,1,2,100,"U 60","","",TRUE,"OE","p","p",649,TRUE,1,"oe",-0.577772366279617
"187","CVOE updated",5,1,2,101,"P 48","","",FALSE,"OE","p","p",564,TRUE,1,"oe",-0.66620388425361
"188","CVOE updated",5,1,2,102,"H 64","","",FALSE,"OE","p","p",652,TRUE,1,"oe",-0.574651253880535
"189","CVOE updated",5,1,2,103,"A 13","","",FALSE,"OE","q","q",464,TRUE,1,"oe",-0.770240964223014
"190","CVOE updated",5,1,2,104,"H 68","","",FALSE,"OE","p","p",581,TRUE,1,"oe",-0.648517580658812
"191","CVOE updated",5,1,2,105,"E 16","","",TRUE,"OE","p","p",555,TRUE,1,"oe",-0.675567221450857
"192","CVOE updated",5,1,2,106,"S 71","","",TRUE,"OE","q","q",452,TRUE,1,"oe",-0.782725413819342
"193","CVOE updated",5,1,3,11,"A 44","Letter","N",TRUE,"CV","p","p",3610,TRUE,1,"alt",2.50276557161441
"194","CVOE updated",5,1,3,12,"D 94","Letter","N",FALSE,"CV","q","q",743,TRUE,1,"alt",-0.479977511108378
"195","CVOE updated",5,1,3,13,"E 75","Number","Y",FALSE,"OE","p","p",780,TRUE,1,"alt",-0.441483791519699
"196","CVOE updated",5,1,3,14,"H 81","Number","N",TRUE,"OE","q","p",1378,FALSE,0,"alt",0.180657946697332
"197","CVOE updated",5,1,3,15,"I 64","Letter","Y",TRUE,"CV","p","p",862,TRUE,1,"alt",-0.356173385944789
"199","CVOE updated",5,1,3,17,"O 23","Number","Y",FALSE,"OE","q","q",1150,TRUE,1,"alt",-0.0565465956329071
"200","CVOE updated",5,1,3,18,"P 05","Number","N",TRUE,"OE","q","q",988,TRUE,1,"alt",-0.22508666518334
"201","CVOE updated",5,1,3,19,"S 34","Letter","Y",FALSE,"CV","q","q",1905,TRUE,1,"alt",0.728933358136088
"202","CVOE updated",5,1,3,20,"U 88","Letter","N",TRUE,"CV","p","p",2680,TRUE,1,"alt",1.53522072789896
"203","CVOE updated",5,1,3,21,"A 70","Number","Y",TRUE,"OE","q","p",1585,FALSE,0,"alt",0.396014702233997
"204","CVOE updated",5,1,3,22,"D 12","Number","N",FALSE,"OE","p","p",1407,TRUE,1,"alt",0.210828699888459
"205","CVOE updated",5,1,3,23,"E 79","Letter","Y",FALSE,"CV","p","p",1562,TRUE,1,"alt",0.372086173841034
"206","CVOE updated",5,1,3,24,"H 72","Letter","N",FALSE,"CV","q","q",2299,TRUE,1,"alt",1.13883945321554
"207","CVOE updated",5,1,3,25,"I 41","Number","Y",FALSE,"OE","q","q",1370,TRUE,1,"alt",0.17233498029978
"208","CVOE updated",5,1,3,26,"J 63","Number","N",TRUE,"OE","q","q",862,TRUE,1,"alt",-0.356173385944789
"209","CVOE updated",5,1,3,27,"O 03","Letter","Y",FALSE,"CV","p","p",1467,TRUE,1,"alt",0.273250947870101
"210","CVOE updated",5,1,3,28,"P 75","Letter","N",TRUE,"CV","q","q",1409,TRUE,1,"alt",0.212909441487847
"211","CVOE updated",5,1,3,29,"S 61","Number","Y",TRUE,"OE","q","q",1092,TRUE,1,"alt",-0.116888102015161
"212","CVOE updated",5,1,3,30,"U 28","Number","N",TRUE,"OE","p","p",817,TRUE,1,"alt",-0.40299007193102
"213","CVOE updated",5,1,3,31,"A 21","Letter","Y",FALSE,"CV","p","p",1635,TRUE,1,"alt",0.448033242218699
"214","CVOE updated",5,1,3,32,"D 18","Letter","N",FALSE,"CV","q","q",876,TRUE,1,"alt",-0.341608194749072
"215","CVOE updated",5,1,3,33,"E 35","Number","Y",FALSE,"OE","q","q",1076,TRUE,1,"alt",-0.133534034810266
"216","CVOE updated",5,1,3,34,"H 62","Number","N",FALSE,"OE","p","p",1006,TRUE,1,"alt",-0.206359990788848
"217","CVOE updated",5,1,3,35,"I 82","Letter","Y",TRUE,"CV","p","p",1093,TRUE,1,"alt",-0.115847731215467
"218","CVOE updated",5,1,3,36,"J 78","Letter","N",FALSE,"CV","q","q",1034,TRUE,1,"alt",-0.177229608397415
"219","CVOE updated",5,1,3,37,"O 12","Number","Y",TRUE,"OE","p","p",921,TRUE,1,"alt",-0.294791508762841
"220","CVOE updated",5,1,3,38,"P 13","Number","N",TRUE,"OE","q","q",699,TRUE,1,"alt",-0.525753826294916
"221","CVOE updated",5,1,3,39,"S 07","Letter","Y",TRUE,"CV","q","q",846,TRUE,1,"alt",-0.372819318739893
"222","CVOE updated",5,1,3,40,"U 36","Letter","N",TRUE,"CV","q","p",1197,FALSE,0,"alt",-0.00764916804728757
"223","CVOE updated",5,1,3,41,"A 96","Number","Y",TRUE,"OE","q","p",782,FALSE,0,"alt",-0.439403049920311
"224","CVOE updated",5,1,3,42,"D 04","Number","N",FALSE,"OE","p","p",1292,TRUE,1,"alt",0.0911860579236455
"225","CVOE updated",5,1,3,43,"E 60","Letter","Y",TRUE,"CV","p","p",2008,TRUE,1,"alt",0.836091550504573
"226","CVOE updated",5,1,3,44,"H 83","Letter","N",TRUE,"CV","q","q",1483,TRUE,1,"alt",0.289896880665206
"227","CVOE updated",5,1,3,45,"I 64","Number","Y",TRUE,"OE","p","p",1900,TRUE,1,"alt",0.723731504137617
"228","CVOE updated",5,1,3,46,"J 76","Number","N",FALSE,"OE","p","p",930,TRUE,1,"alt",-0.285428171565594
"229","CVOE updated",5,1,3,47,"O 78","Letter","Y",TRUE,"CV","p","p",1454,TRUE,1,"alt",0.259726127474079
