"","Subject","Condition","ListNum","Recall"
"995",61,"A","q37",1
"996",65,"A","q37",1
"997",69,"A","q37",0
"1024",37,"A","q38",1
"1025",49,"A","q38",1
"1026",53,"A","q38",0
"1027",57,"A","q38",0
"1028",61,"A","q38",0
"1029",65,"A","q38",1
"1030",69,"A","q38",0
"1057",37,"A","q39",0
"1058",49,"A","q39",1
"1059",53,"A","q39",1
"1060",57,"A","q39",1
"1061",61,"A","q39",1
"1062",65,"A","q39",1
"1063",69,"A","q39",1
"1090",37,"A","q4",0
"1091",49,"A","q4",0
"1092",53,"A","q4",0
"1093",57,"A","q4",1
"1094",61,"A","q4",1
"1095",65,"A","q4",0
"1096",69,"A","q4",0
"1123",37,"A","q40",0
"1124",49,"A","q40",0
"1125",53,"A","q40",0
"1126",57,"A","q40",1
"1127",61,"A","q40",1
"1128",65,"A","q40",1
"1129",69,"A","q40",0
"1156",37,"A","q41",0
"1157",49,"A","q41",1
"1158",53,"A","q41",0
"1159",57,"A","q41",1
"1160",61,"A","q41",1
"1161",65,"A","q41",1
"1162",69,"A","q41",0
"1189",37,"A","q42",0
"1190",49,"A","q42",0
"1191",53,"A","q42",0
"1192",57,"A","q42",0
"1193",61,"A","q42",0
"1194",65,"A","q42",0
"1195",69,"A","q42",0
"1222",37,"A","q43",0
"1223",49,"A","q43",1
"1224",53,"A","q43",0
"1225",57,"A","q43",1
"1226",61,"A","q43",0
"1227",65,"A","q43",0
"1228",69,"A","q43",0
"1255",37,"A","q44",0
"1256",49,"A","q44",0
"1257",53,"A","q44",0
"1258",57,"A","q44",0
"1259",61,"A","q44",0
"1260",65,"A","q44",1
"1261",69,"A","q44",1
"1288",37,"A","q45",1
"1289",49,"A","q45",1
"1290",53,"A","q45",0
"1291",57,"A","q45",1
"1292",61,"A","q45",0
"1293",65,"A","q45",0
"1294",69,"A","q45",0
"1321",37,"A","q46",1
"1322",49,"A","q46",0
"1323",53,"A","q46",0
"1324",57,"A","q46",1
"1325",61,"A","q46",0
"1326",65,"A","q46",0
"1327",69,"A","q46",0
"1354",37,"A","q47",1
"1355",49,"A","q47",0
"1356",53,"A","q47",0
"1357",57,"A","q47",1
"1358",61,"A","q47",1
"1359",65,"A","q47",1
"1360",69,"A","q47",1
"1387",37,"A","q48",0
"1388",49,"A","q48",1
"1389",53,"A","q48",1
"1390",57,"A","q48",1
"1391",61,"A","q48",1
"1392",65,"A","q48",0
"1393",69,"A","q48",1
"1420",37,"A","q49",0
"1421",49,"A","q49",1
"1422",53,"A","q49",0
"1423",57,"A","q49",1
"1424",61,"A","q49",1
"1425",65,"A","q49",1
"1426",69,"A","q49",1
"1453",37,"A","q5",0
"1454",49,"A","q5",0
"1455",53,"A","q5",0
"1456",57,"A","q5",1
"1457",61,"A","q5",1
"1458",65,"A","q5",1
"1459",69,"A","q5",1
"1486",37,"A","q50",1
"1487",49,"A","q50",1
"1488",53,"A","q50",0
"1489",57,"A","q50",1
"1490",61,"A","q50",0
"1491",65,"A","q50",0
"1492",69,"A","q50",0
"1519",37,"A","q51",1
"1520",49,"A","q51",1
"1521",53,"A","q51",0
"1522",57,"A","q51",1
"1523",61,"A","q51",1
"1524",65,"A","q51",1
"1525",69,"A","q51",0
"1552",37,"A","q52",1
"1553",49,"A","q52",1
"1554",53,"A","q52",1
"1555",57,"A","q52",1
"1556",61,"A","q52",1
"1557",65,"A","q52",1
"1558",69,"A","q52",0
"1585",37,"A","q53",0
"1586",49,"A","q53",1
"1587",53,"A","q53",0
"1588",57,"A","q53",1
"1589",61,"A","q53",1
"1590",65,"A","q53",1
"1591",69,"A","q53",0
"1618",37,"A","q54",0
"1619",49,"A","q54",0
"1620",53,"A","q54",0
"1621",57,"A","q54",0
"1622",61,"A","q54",1
"1623",65,"A","q54",0
"1624",69,"A","q54",1
"1651",37,"A","q55",1
"1652",49,"A","q55",0
"1653",53,"A","q55",0
"1654",57,"A","q55",1
"1655",61,"A","q55",0
"1656",65,"A","q55",1
"1657",69,"A","q55",0
"1684",37,"A","q56",0
"1685",49,"A","q56",0
"1686",53,"A","q56",0
"1687",57,"A","q56",0
"1688",61,"A","q56",0
"1689",65,"A","q56",0
"1690",69,"A","q56",0
"1717",37,"A","q57",1
"1718",49,"A","q57",0
"1719",53,"A","q57",0
"1720",57,"A","q57",1
"1721",61,"A","q57",1
"1722",65,"A","q57",1
"1723",69,"A","q57",0
"1750",37,"A","q58",1
"1751",49,"A","q58",1
"1752",53,"A","q58",1
"1753",57,"A","q58",1
"1754",61,"A","q58",1
"1755",65,"A","q58",1
"1756",69,"A","q58",1
"1783",37,"A","q59",1
"1784",49,"A","q59",0
"1785",53,"A","q59",0
"1786",57,"A","q59",1
"1787",61,"A","q59",1
"1788",65,"A","q59",1
"1789",69,"A","q59",1
"1816",37,"A","q6",1
"1817",49,"A","q6",1
"1818",53,"A","q6",0
"1819",57,"A","q6",1
"1820",61,"A","q6",1
"1821",65,"A","q6",0
"1822",69,"A","q6",0
"1849",37,"A","q60",1
"1850",49,"A","q60",0
"1851",53,"A","q60",0
"1852",57,"A","q60",1
"1853",61,"A","q60",1
"1854",65,"A","q60",1
"1855",69,"A","q60",1
"1882",37,"A","q61",0
"1883",49,"A","q61",0
"1884",53,"A","q61",0
"1885",57,"A","q61",0
"1886",61,"A","q61",1
"1887",65,"A","q61",0
"1888",69,"A","q61",0
"1915",37,"A","q62",0
"1916",49,"A","q62",0
"1917",53,"A","q62",0
"1918",57,"A","q62",0
"1919",61,"A","q62",0
"1920",65,"A","q62",0
"1921",69,"A","q62",0
"1948",37,"A","q63",1
"1949",49,"A","q63",0
"1950",53,"A","q63",0
"1951",57,"A","q63",0
"1952",61,"A","q63",0
"1953",65,"A","q63",1
"1954",69,"A","q63",0
"1981",37,"A","q64",0
"1982",49,"A","q64",0
"1983",53,"A","q64",0
"1984",57,"A","q64",1
"1985",61,"A","q64",0
"1986",65,"A","q64",1
"1987",69,"A","q64",0
"2014",37,"A","q65",0
"2015",49,"A","q65",0
"2016",53,"A","q65",0
"2017",57,"A","q65",0
"2018",61,"A","q65",0
"2019",65,"A","q65",0
"2020",69,"A","q65",0
"2047",37,"A","q66",0
"2048",49,"A","q66",1
"2049",53,"A","q66",0
"2050",57,"A","q66",0
"2051",61,"A","q66",0
"2052",65,"A","q66",0
"2053",69,"A","q66",0
"2080",37,"A","q67",0
"2081",49,"A","q67",0
"2082",53,"A","q67",0
"2083",57,"A","q67",0
"2084",61,"A","q67",1
"2085",65,"A","q67",0
"2086",69,"A","q67",0
"2113",37,"A","q68",0
"2114",49,"A","q68",0
"2115",53,"A","q68",0
"2116",57,"A","q68",0
"2117",61,"A","q68",0
"2118",65,"A","q68",0
"2119",69,"A","q68",0
"2146",37,"A","q69",0
"2147",49,"A","q69",0
"2148",53,"A","q69",0
"2149",57,"A","q69",1
"2150",61,"A","q69",0
"2151",65,"A","q69",0
"2152",69,"A","q69",0
"2179",37,"A","q7",1
"2180",49,"A","q7",0
"2181",53,"A","q7",0
"2182",57,"A","q7",0
"2183",61,"A","q7",1
"2184",65,"A","q7",0
"2185",69,"A","q7",0
"2212",37,"A","q70",0
"2213",49,"A","q70",0
"2214",53,"A","q70",0
"2215",57,"A","q70",0
"2216",61,"A","q70",0
"2217",65,"A","q70",0
"2218",69,"A","q70",0
"2245",37,"A","q71",0
"2246",49,"A","q71",0
"2247",53,"A","q71",0
"2248",57,"A","q71",0
"2249",61,"A","q71",0
"2250",65,"A","q71",0
"2251",69,"A","q71",0
"2278",37,"A","q72",0
"2279",49,"A","q72",0
"2280",53,"A","q72",0
"2281",57,"A","q72",0
"2282",61,"A","q72",1
"2283",65,"A","q72",0
"2284",69,"A","q72",0
"2311",37,"A","q73",0
"2312",49,"A","q73",0
"2313",53,"A","q73",0
"2314",57,"A","q73",0
"2315",61,"A","q73",0
"2316",65,"A","q73",0
"2317",69,"A","q73",0
"2344",37,"A","q74",1
"2345",49,"A","q74",0
"2346",53,"A","q74",0
"2347",57,"A","q74",0
"2348",61,"A","q74",0
"2349",65,"A","q74",1
"2350",69,"A","q74",0
"2377",37,"A","q75",0
"2378",49,"A","q75",0
"2379",53,"A","q75",0
"2380",57,"A","q75",0
"2381",61,"A","q75",0
"2382",65,"A","q75",0
"2383",69,"A","q75",0
"2410",37,"A","q76",0
"2411",49,"A","q76",0
"2412",53,"A","q76",0
"2413",57,"A","q76",0
"2414",61,"A","q76",0
"2415",65,"A","q76",0
"2416",69,"A","q76",0
"2443",37,"A","q77",0
"2444",49,"A","q77",0
"2445",53,"A","q77",0
"2446",57,"A","q77",0
"2447",61,"A","q77",0
"2448",65,"A","q77",0
"2449",69,"A","q77",0
"2476",37,"A","q78",0
"2477",49,"A","q78",0
"2478",53,"A","q78",0
"2479",57,"A","q78",0
"2480",61,"A","q78",0
"2481",65,"A","q78",0
"2482",69,"A","q78",0
"2509",37,"A","q79",0
"2510",49,"A","q79",0
"2511",53,"A","q79",0
"2512",57,"A","q79",0
"2513",61,"A","q79",0
"2514",65,"A","q79",0
"2515",69,"A","q79",0
"2542",37,"A","q8",1
"2543",49,"A","q8",1
"2544",53,"A","q8",1
"2545",57,"A","q8",0
"2546",61,"A","q8",0
"2547",65,"A","q8",1
"2548",69,"A","q8",1
"2575",37,"A","q80",1
"2576",49,"A","q80",0
"2577",53,"A","q80",0
"2578",57,"A","q80",1
"2579",61,"A","q80",0
"2580",65,"A","q80",1
"2581",69,"A","q80",0
"2608",37,"A","q9",1
"2609",49,"A","q9",1
"2610",53,"A","q9",1
"2611",57,"A","q9",0
"2612",61,"A","q9",1
"2613",65,"A","q9",1
"2614",69,"A","q9",1
"2641",37,"A","q1.1",1
"2642",49,"A","q1.1",1
"2643",53,"A","q1.1",0
"2644",57,"A","q1.1",0
"2645",61,"A","q1.1",0
"2646",65,"A","q1.1",1
"2647",69,"A","q1.1",1
"2674",37,"A","q10.1",1
"2675",49,"A","q10.1",1
"2676",53,"A","q10.1",1
"2677",57,"A","q10.1",1
"2678",61,"A","q10.1",1
"2679",65,"A","q10.1",1
"2680",69,"A","q10.1",1
"2707",37,"A","q11.1",1
"2708",49,"A","q11.1",0
"2709",53,"A","q11.1",0
"2710",57,"A","q11.1",1
"2711",61,"A","q11.1",1
"2712",65,"A","q11.1",1
"2713",69,"A","q11.1",1
"2740",37,"A","q12.1",0
"2741",49,"A","q12.1",0
"2742",53,"A","q12.1",1
"2743",57,"A","q12.1",1
"2744",61,"A","q12.1",1
"2745",65,"A","q12.1",1
"2746",69,"A","q12.1",1
"2773",37,"A","q13.1",1
"2774",49,"A","q13.1",1
"2775",53,"A","q13.1",0
"2776",57,"A","q13.1",1
"2777",61,"A","q13.1",1
"2778",65,"A","q13.1",1
"2779",69,"A","q13.1",0
"2806",37,"A","q14.1",1
"2807",49,"A","q14.1",0
"2808",53,"A","q14.1",0
"2809",57,"A","q14.1",0
"2810",61,"A","q14.1",0
"2811",65,"A","q14.1",1
"2812",69,"A","q14.1",1
"2839",37,"A","q15.1",0
"2840",49,"A","q15.1",1
"2841",53,"A","q15.1",0
"2842",57,"A","q15.1",0
"2843",61,"A","q15.1",1
"2844",65,"A","q15.1",1
"2845",69,"A","q15.1",1
"2872",37,"A","q16.1",0
"2873",49,"A","q16.1",1
"2874",53,"A","q16.1",0
"2875",57,"A","q16.1",0
"2876",61,"A","q16.1",1
"2877",65,"A","q16.1",0
"2878",69,"A","q16.1",1
"2905",37,"A","q17.1",0
"2906",49,"A","q17.1",0
"2907",53,"A","q17.1",0
"2908",57,"A","q17.1",1
"2909",61,"A","q17.1",1
"2910",65,"A","q17.1",1
"2911",69,"A","q17.1",0
"2938",37,"A","q18.1",1
"2939",49,"A","q18.1",1
"2940",53,"A","q18.1",1
"2941",57,"A","q18.1",1
"2942",61,"A","q18.1",0
"2943",65,"A","q18.1",1
"2944",69,"A","q18.1",0
"2971",37,"A","q19.1",0
"2972",49,"A","q19.1",1
"2973",53,"A","q19.1",1
"2974",57,"A","q19.1",1
"2975",61,"A","q19.1",1
"2976",65,"A","q19.1",1
"2977",69,"A","q19.1",1
"3004",37,"A","q2.1",1
"3005",49,"A","q2.1",0
"3006",53,"A","q2.1",0
"3007",57,"A","q2.1",1
"3008",61,"A","q2.1",1
"3009",65,"A","q2.1",1
"3010",69,"A","q2.1",0
"3037",37,"A","q20.1",1
"3038",49,"A","q20.1",1
"3039",53,"A","q20.1",0
"3040",57,"A","q20.1",1
"3041",61,"A","q20.1",1
"3042",65,"A","q20.1",1
"3043",69,"A","q20.1",1
"3070",37,"A","q21.1",1
"3071",49,"A","q21.1",0
"3072",53,"A","q21.1",0
"3073",57,"A","q21.1",0
"3074",61,"A","q21.1",1
"3075",65,"A","q21.1",0
"3076",69,"A","q21.1",1
"3103",37,"A","q22.1",0
"3104",49,"A","q22.1",0
"3105",53,"A","q22.1",0
"3106",57,"A","q22.1",0
"3107",61,"A","q22.1",0
"3108",65,"A","q22.1",0
"3109",69,"A","q22.1",0
"3136",37,"A","q23.1",0
"3137",49,"A","q23.1",0
"3138",53,"A","q23.1",0
"3139",57,"A","q23.1",0
"3140",61,"A","q23.1",0
"3141",65,"A","q23.1",0
"3142",69,"A","q23.1",0
"3169",37,"A","q24.1",0
"3170",49,"A","q24.1",0
"3171",53,"A","q24.1",0
"3172",57,"A","q24.1",0
"3173",61,"A","q24.1",1
"3174",65,"A","q24.1",1
"3175",69,"A","q24.1",1
"3202",37,"A","q25.1",1
"3203",49,"A","q25.1",0
"3204",53,"A","q25.1",0
"3205",57,"A","q25.1",1
"3206",61,"A","q25.1",0
"3207",65,"A","q25.1",1
"3208",69,"A","q25.1",0
"3235",37,"A","q26.1",0
"3236",49,"A","q26.1",0
"3237",53,"A","q26.1",1
"3238",57,"A","q26.1",0
"3239",61,"A","q26.1",0
"3240",65,"A","q26.1",1
"3241",69,"A","q26.1",0
"3268",37,"A","q27.1",1
"3269",49,"A","q27.1",0
"3270",53,"A","q27.1",0
"3271",57,"A","q27.1",0
"3272",61,"A","q27.1",0
"3273",65,"A","q27.1",0
"3274",69,"A","q27.1",0
"3301",37,"A","q28.1",0
"3302",49,"A","q28.1",0
"3303",53,"A","q28.1",0
"3304",57,"A","q28.1",0
"3305",61,"A","q28.1",0
"3306",65,"A","q28.1",0
"3307",69,"A","q28.1",0
"3334",37,"A","q29.1",1
"3335",49,"A","q29.1",1
"3336",53,"A","q29.1",0
"3337",57,"A","q29.1",0
"3338",61,"A","q29.1",1
"3339",65,"A","q29.1",1
"3340",69,"A","q29.1",1
"3367",37,"A","q3.1",1
"3368",49,"A","q3.1",0
"3369",53,"A","q3.1",0
"3370",57,"A","q3.1",1
"3371",61,"A","q3.1",1
"3372",65,"A","q3.1",1
"3373",69,"A","q3.1",1
"3400",37,"A","q30.1",0
"3401",49,"A","q30.1",0
"3402",53,"A","q30.1",0
"3403",57,"A","q30.1",1
"3404",61,"A","q30.1",0
"3405",65,"A","q30.1",1
"3406",69,"A","q30.1",1
"3433",37,"A","q31.1",1
"3434",49,"A","q31.1",0
"3435",53,"A","q31.1",0
"3436",57,"A","q31.1",0
"3437",61,"A","q31.1",0
"3438",65,"A","q31.1",0
"3439",69,"A","q31.1",0
"3466",37,"A","q32.1",1
"3467",49,"A","q32.1",0
"3468",53,"A","q32.1",0
"3469",57,"A","q32.1",1
"3470",61,"A","q32.1",0
"3471",65,"A","q32.1",1
"3472",69,"A","q32.1",1
"3499",37,"A","q33.1",1
"3500",49,"A","q33.1",0
"3501",53,"A","q33.1",0
"3502",57,"A","q33.1",1
"3503",61,"A","q33.1",1
"3504",65,"A","q33.1",0
"3505",69,"A","q33.1",0
"3532",37,"A","q34.1",0
"3533",49,"A","q34.1",0
"3534",53,"A","q34.1",0
"3535",57,"A","q34.1",1
"3536",61,"A","q34.1",0
"3537",65,"A","q34.1",1
"3538",69,"A","q34.1",1
"3565",37,"A","q35.1",1
"3566",49,"A","q35.1",0
"3567",53,"A","q35.1",0
"3568",57,"A","q35.1",1
"3569",61,"A","q35.1",1
"3570",65,"A","q35.1",0
"3571",69,"A","q35.1",0
"3598",37,"A","q36.1",0
"3599",49,"A","q36.1",1
"3600",53,"A","q36.1",0
"3601",57,"A","q36.1",0
"3602",61,"A","q36.1",1
"3603",65,"A","q36.1",1
"3604",69,"A","q36.1",0
"3631",37,"A","q37.1",1
"3632",49,"A","q37.1",1
"3633",53,"A","q37.1",0
"3634",57,"A","q37.1",0
"3635",61,"A","q37.1",0
"3636",65,"A","q37.1",0
"3637",69,"A","q37.1",1
"3664",37,"A","q38.1",1
"3665",49,"A","q38.1",0
"3666",53,"A","q38.1",0
"3667",57,"A","q38.1",0
"3668",61,"A","q38.1",1
"3669",65,"A","q38.1",1
"3670",69,"A","q38.1",0
"3697",37,"A","q39.1",0
"3698",49,"A","q39.1",1
"3699",53,"A","q39.1",0
"3700",57,"A","q39.1",1
"3701",61,"A","q39.1",1
"3702",65,"A","q39.1",1
"3703",69,"A","q39.1",1
"3730",37,"A","q4.1",1
"3731",49,"A","q4.1",1
"3732",53,"A","q4.1",1
"3733",57,"A","q4.1",0
"3734",61,"A","q4.1",1
"3735",65,"A","q4.1",1
"3736",69,"A","q4.1",0
"3763",37,"A","q40.1",0
"3764",49,"A","q40.1",0
"3765",53,"A","q40.1",0
"3766",57,"A","q40.1",1
"3767",61,"A","q40.1",1
"3768",65,"A","q40.1",0
"3769",69,"A","q40.1",0
"3796",37,"A","q41.1",0
"3797",49,"A","q41.1",1
"3798",53,"A","q41.1",1
"3799",57,"A","q41.1",1
"3800",61,"A","q41.1",0
"3801",65,"A","q41.1",0
"3802",69,"A","q41.1",0
"3829",37,"A","q42.1",1
"3830",49,"A","q42.1",1
"3831",53,"A","q42.1",0
"3832",57,"A","q42.1",1
"3833",61,"A","q42.1",1
"3834",65,"A","q42.1",0
"3835",69,"A","q42.1",1
"3862",37,"A","q43.1",1
"3863",49,"A","q43.1",0
"3864",53,"A","q43.1",1
"3865",57,"A","q43.1",1
"3866",61,"A","q43.1",1
"3867",65,"A","q43.1",1
"3868",69,"A","q43.1",0
"3895",37,"A","q44.1",1
"3896",49,"A","q44.1",1
"3897",53,"A","q44.1",0
"3898",57,"A","q44.1",1
"3899",61,"A","q44.1",1
"3900",65,"A","q44.1",1
"3901",69,"A","q44.1",0
"3928",37,"A","q45.1",1
"3929",49,"A","q45.1",0
"3930",53,"A","q45.1",0
"3931",57,"A","q45.1",1
"3932",61,"A","q45.1",1
"3933",65,"A","q45.1",1
"3934",69,"A","q45.1",1
"3961",37,"A","q46.1",1
"3962",49,"A","q46.1",1
"3963",53,"A","q46.1",1
"3964",57,"A","q46.1",1
"3965",61,"A","q46.1",1
"3966",65,"A","q46.1",1
"3967",69,"A","q46.1",1
"3994",37,"A","q47.1",0
"3995",49,"A","q47.1",0
"3996",53,"A","q47.1",0
"3997",57,"A","q47.1",0
"3998",61,"A","q47.1",1
"3999",65,"A","q47.1",1
"4000",69,"A","q47.1",1
"4027",37,"A","q48.1",1
"4028",49,"A","q48.1",0
"4029",53,"A","q48.1",0
"4030",57,"A","q48.1",1
"4031",61,"A","q48.1",1
"4032",65,"A","q48.1",1
"4033",69,"A","q48.1",0
"4060",37,"A","q49.1",1
"4061",49,"A","q49.1",1
"4062",53,"A","q49.1",0
"4063",57,"A","q49.1",1
"4064",61,"A","q49.1",1
"4065",65,"A","q49.1",1
"4066",69,"A","q49.1",0
"4093",37,"A","q5.1",0
"4094",49,"A","q5.1",0
"4095",53,"A","q5.1",0
"4096",57,"A","q5.1",0
"4097",61,"A","q5.1",0
"4098",65,"A","q5.1",0
"4099",69,"A","q5.1",0
"4126",37,"A","q50.1",1
"4127",49,"A","q50.1",1
"4128",53,"A","q50.1",0
"4129",57,"A","q50.1",1
"4130",61,"A","q50.1",1
"4131",65,"A","q50.1",1
"4132",69,"A","q50.1",1
"4159",37,"A","q51.1",1
"4160",49,"A","q51.1",1
"4161",53,"A","q51.1",0
"4162",57,"A","q51.1",1
"4163",61,"A","q51.1",1
"4164",65,"A","q51.1",1
"4165",69,"A","q51.1",1
"4192",37,"A","q52.1",0
"4193",49,"A","q52.1",1
"4194",53,"A","q52.1",0
"4195",57,"A","q52.1",0
"4196",61,"A","q52.1",1
"4197",65,"A","q52.1",1
"4198",69,"A","q52.1",1
"4225",37,"A","q53.1",0
"4226",49,"A","q53.1",1
"4227",53,"A","q53.1",1
"4228",57,"A","q53.1",1
"4229",61,"A","q53.1",0
"4230",65,"A","q53.1",1
"4231",69,"A","q53.1",1
"4258",37,"A","q54.1",0
"4259",49,"A","q54.1",0
"4260",53,"A","q54.1",0
"4261",57,"A","q54.1",0
"4262",61,"A","q54.1",0
"4263",65,"A","q54.1",0
"4264",69,"A","q54.1",0
"4291",37,"A","q55.1",0
"4292",49,"A","q55.1",1
"4293",53,"A","q55.1",0
"4294",57,"A","q55.1",0
"4295",61,"A","q55.1",1
"4296",65,"A","q55.1",1
"4297",69,"A","q55.1",0
"4324",37,"A","q56.1",1
"4325",49,"A","q56.1",1
"4326",53,"A","q56.1",0
"4327",57,"A","q56.1",1
"4328",61,"A","q56.1",1
"4329",65,"A","q56.1",1
"4330",69,"A","q56.1",1
"4357",37,"A","q57.1",1
"4358",49,"A","q57.1",1
"4359",53,"A","q57.1",0
"4360",57,"A","q57.1",1
"4361",61,"A","q57.1",1
"4362",65,"A","q57.1",1
"4363",69,"A","q57.1",0
"4390",37,"A","q58.1",0
"4391",49,"A","q58.1",1
"4392",53,"A","q58.1",0
"4393",57,"A","q58.1",0
"4394",61,"A","q58.1",1
"4395",65,"A","q58.1",0
"4396",69,"A","q58.1",1
"4423",37,"A","q59.1",0
"4424",49,"A","q59.1",1
"4425",53,"A","q59.1",1
"4426",57,"A","q59.1",1
"4427",61,"A","q59.1",0
"4428",65,"A","q59.1",1
"4429",69,"A","q59.1",0
"4456",37,"A","q6.1",1
"4457",49,"A","q6.1",0
"4458",53,"A","q6.1",1
"4459",57,"A","q6.1",0
"4460",61,"A","q6.1",0
"4461",65,"A","q6.1",0
"4462",69,"A","q6.1",0
"4489",37,"A","q60.1",1
"4490",49,"A","q60.1",1
"4491",53,"A","q60.1",0
"4492",57,"A","q60.1",1
