Subject,ListNum,cue_target,Jol_Response,Scored_Response,Direction,JOL BIN,mean,Var,SD,Scaled SD,n,,Upper,,Lower,Mean
62,67,Death - Business,12,1,U,,,,,,,,,,,
62,69,Artery - Bronze,12,0,U,,,,,,,,,,,
62,73,Allow - Tuck,12,0,U,,,,,,,,,,,
62,76,Sugar - Riddle,12,0,U,,,,,,,,,,,
36,71,Position - Machine,13,0,U,,,,,,,,,,,
40,77,Ounce - Both,13,0,U,,,,,,,,,,,
50,65,Meat - Obtain,13,0,U,,,,,,,,,,,
52,61,Cloth - Stretch,13,0,U,,,,,,,,,,,
53,76,Both - Ounce,13,0,U,,,,,,,,,,,
46,72,Fuzzy - Bang,15,0,U,,,,,,,,,,,
46,79,Main - Scar,15,1,U,,,,,,,,,,,
48,69,Hate - Name,15,0,U,,,,,,,,,,,
50,74,Lease - Toil,15,0,U,,,,,,,,,,,
51,78,Would - Cash,15,1,U,,,,,,,,,,,
52,63,Charm - Vehicle,15,0,U,,,,,,,,,,,
61,62,Dietary - Sacking,15,0,U,,,,,,,,,,,
61,69,Artery - Bronze,15,0,U,,,,,,,,,,,
61,73,Allow - Tuck,15,0,U,,,,,,,,,,,
61,61,Justice - Maroon,15,0,U,,,,,,,,,,,
61,64,Maze - Election,15,0,U,,,,,,,,,,,
50,61,Pusher - Clutter,16,0,U,,,,,,,,,,,
36,78,Morning - Temperature,17,1,U,,,,,,,,,,,
50,65,Soon - Belt,17,0,U,,,,,,,,,,,
50,63,Park - Hungry,18,0,U,,,,,,,,,,,
61,64,Lift - Woman,19,0,U,,,,,,,,,,,
61,79,Hide - Sick,19,0,U,,,,,,,,,,,
35,68,Sight - Debate,20,0,U,,,,,,,,,,,
36,80,Vase - King,20,0,U,,,,,,,,,,,
38,63,Give - Steak,20,0,U,,,,,,,,,,,
38,74,Lease - Toil,20,0,U,,,,,,,,,,,
38,77,Temperature - Morning,20,0,U,,,,,,,,,,,
38,61,Pusher - Clutter,20,0,U,,,,,,,,,,,
38,62,Dietary - Sacking,20,0,U,,,,,,,,,,,
38,65,Soon - Belt,20,0,U,,,,,,,,,,,
38,66,Discover - Floor,20,0,U,,,,,,,,,,,
38,71,Machine - Position,20,1,U,,,,,,,,,,,
38,78,Cash - Would,20,0,U,,,,,,,,,,,
43,64,Woman - Lift,20,0,U,,,,,,,,,,,
43,65,Able - Crackle,20,0,U,,,,,,,,,,,
43,66,Shake - Shell,20,0,U,,,,,,,,,,,
43,73,Steak - Give,20,0,U,,,,,,,,,,,
43,80,Main - Scar,20,0,U,,,,,,,,,,,
44,71,Clear - Moat,20,0,U,,,,,,,,,,,
46,69,Artery - Bronze,20,0,U,,,,,,,,,,,
46,76,Sugar - Riddle,20,1,U,,,,,,,,,,,
47,62,Sacking - Dietary,20,0,U,,,,,,,,,,,
47,63,Hungry - Park,20,0,U,,,,,,,,,,,
47,80,Vase - King,20,0,U,,,,,,,,,,,
47,68,Joke - Keys,20,1,U,,,,,,,,,,,
47,78,Morning - Temperature,20,1,U,,,,,,,,,,,
48,62,Election - Maze,20,0,U,,,,,,,,,,,
48,66,Shake - Shell,20,0,U,,,,,,,,,,,
48,67,Fiction - Listen,20,0,U,,,,,,,,,,,
48,74,Clothes - Cake,20,0,U,,,,,,,,,,,
48,77,Ounce - Both,20,0,U,,,,,,,,,,,
48,80,Main - Scar,20,0,U,,,,,,,,,,,
48,64,Woman - Lift,20,0,U,,,,,,,,,,,
48,67,Business - Death,20,0,U,,,,,,,,,,,
48,75,Accident - Strong,20,0,U,,,,,,,,,,,
48,78,Would - Cash,20,0,U,,,,,,,,,,,
49,61,Pusher - Clutter,20,0,U,,,,,,,,,,,
49,70,Fix - Hand,20,0,U,,,,,,,,,,,
50,61,Justice - Maroon,20,0,U,,,,,,,,,,,
50,78,Mirror - Children,20,1,U,,,,,,,,,,,
50,79,Main - Scar,20,0,U,,,,,,,,,,,
50,76,Sugar - Riddle,20,0,U,,,,,,,,,,,
51,72,Car - Happy,20,1,U,,,,,,,,,,,
51,75,Accident - Strong,20,0,U,,,,,,,,,,,
51,66,Shake - Shell,20,0,U,,,,,,,,,,,
52,71,Position - Machine,20,0,U,,,,,,,,,,,
53,74,Art - Lion,20,0,U,,,,,,,,,,,
53,78,Cash - Would,20,0,U,,,,,,,,,,,
53,74,Lease - Toil,20,0,U,,,,,,,,,,,
53,80,Charm - Vehicle,20,0,U,,,,,,,,,,,
56,63,Charm - Vehicle,20,0,U,,,,,,,,,,,
56,66,Shake - Shell,20,0,U,,,,,,,,,,,
56,73,Steak - Give,20,0,U,,,,,,,,,,,
56,77,Ounce - Both,20,0,U,,,,,,,,,,,
58,63,Give - Steak,20,0,U,,,,,,,,,,,
58,67,Shell - Snake,20,0,U,,,,,,,,,,,
58,68,Listen - Fiction,20,0,U,,,,,,,,,,,
58,69,Keys - Joke,20,0,U,,,,,,,,,,,
58,74,Lease - Toil,20,0,U,,,,,,,,,,,
58,75,Loan - Sign,20,0,U,,,,,,,,,,,
58,79,Main - Scar,20,0,U,,,,,,,,,,,
59,65,Belt - Soon,20,0,U,,,,,,,,,,,
59,69,Bronze - Artery,20,0,U,,,,,,,,,,,
59,71,Position - Machine,20,0,U,,,,,,,,,,,
60,61,Cloth - Stretch,20,1,U,,,,,,,,,,,
60,63,Charm - Vehicle,20,0,U,,,,,,,,,,,
60,73,Steak - Give,20,0,U,,,,,,,,,,,
62,68,Listen - Fiction,20,0,U,,,,,,,,,,,
56,63,Hungry - Park,20,0,U,,,,,,,,,,,
56,74,Lion - Art,20,1,U,,,,,,,,,,,
56,78,Would - Cash,20,0,U,,,,,,,,,,,
56,79,Sick - Hide,20,0,U,,,,,,,,,,,
58,62,Dietary - Sacking,20,0,U,,,,,,,,,,,
58,64,Lift - Woman,20,1,U,,,,,,,,,,,
58,73,Allow - Tuck,20,0,U,,,,,,,,,,,
58,77,Valley - Add,20,0,U,,,,,,,,,,,
58,78,Cash - Would,20,0,U,,,,,,,,,,,
58,79,Hide - Sick,20,0,U,,,,,,,,,,,
58,80,King - Vase,20,0,U,,,,,,,,,,,
59,64,Obtain - Meat,20,0,U,,,,,,,,,,,
59,70,Bang - Fuzzy,20,0,U,,,,,,,,,,,
59,73,Steak - Give,20,0,U,,,,,,,,,,,
59,76,Sign - Loan,20,0,U,,,,,,,,,,,
59,79,Children - Mirror,20,0,U,,,,,,,,,,,
59,80,Main - Scar,20,0,U,,,,,,,,,,,
35,66,Shake - Shell,21,0,U,,,,,,,,,,,
44,64,Woman - Lift,21,0,U,,,,,,,,,,,
53,69,Keys - Joke,21,1,U,,,,,,,,,,,
53,79,Main - Scar,21,0,U,,,,,,,,,,,
37,66,Discover - Floor,22,0,U,,,,,,,,,,,
50,62,Dietary - Sacking,22,0,U,,,,,,,,,,,
35,61,Cloth - Stretch,23,0,U,,,,,,,,,,,
35,63,Charm - Vehicle,23,0,U,,,,,,,,,,,
36,69,Bronze - Artery,23,0,U,,,,,,,,,,,
37,63,Park - Hungry,23,1,U,,,,,,,,,,,
37,64,Lift - Woman,23,0,U,,,,,,,,,,,
37,68,Debate - Sight,23,0,U,,,,,,,,,,,
37,75,Strong - Accident,23,0,U,,,,,,,,,,,
37,77,Valley - Add,23,0,U,,,,,,,,,,,
37,63,Give - Steak,23,0,U,,,,,,,,,,,
37,65,Meat - Obtain,23,0,U,,,,,,,,,,,
37,71,Name - Hate,23,1,U,,,,,,,,,,,
37,75,Loan - Sign,23,0,U,,,,,,,,,,,
40,70,Bang - Fuzzy,23,0,U,,,,,,,,,,,
40,65,Belt - Soon,23,0,U,,,,,,,,,,,
40,68,Sight - Debate,23,0,U,,,,,,,,,,,
44,66,Shake - Shell,23,0,U,,,,,,,,,,,
44,67,Business - Death,23,0,U,,,,,,,,,,,
44,75,Accident - Strong,23,0,U,,,,,,,,,,,
46,70,Fix - Hand,23,1,U,,,,,,,,,,,
51,70,Hand - Fix,23,0,U,,,,,,,,,,,
51,71,Position - Machine,23,0,U,,,,,,,,,,,
57,79,Hide - Sick,23,0,U,,,,,,,,,,,
62,61,Justice - Maroon,23,0,U,,,,,,,,,,,
62,66,Crackle - Able,23,0,U,,,,,,,,,,,
57,73,Moat - Clear,23,0,U,,,,,,,,,,,
59,77,Ounce - Both,23,0,U,,,,,,,,,,,
62,72,Happy - Car,23,1,U,,,,,,,,,,,
37,74,Art - Lion,25,1,U,,,,,,,,,,,
46,65,Soon - Belt,25,1,U,,,,,,,,,,,
46,66,Discover - Floor,25,0,U,,,,,,,,,,,
47,75,Accident - Strong,25,0,U,,,,,,,,,,,
47,79,Sick - Hide,25,0,U,,,,,,,,,,,
59,61,Clutter - Pusher,25,0,U,,,,,,,,,,,
59,62,Sacking - Dietary,25,0,U,,,,,,,,,,,
59,63,Hungry - Park,25,0,U,,,,,,,,,,,
59,64,Woman - Lift,25,1,U,,,,,,,,,,,
59,66,Floor - Discover,25,0,U,,,,,,,,,,,
59,73,Tuck - Allow,25,0,U,,,,,,,,,,,
59,75,Accident - Strong,25,0,U,,,,,,,,,,,
59,76,Riddle - Sugar,25,0,U,,,,,,,,,,,
59,78,Would - Cash,25,0,U,,,,,,,,,,,
59,79,Sick - Hide,25,0,U,,,,,,,,,,,
59,80,Vase - King,25,0,U,,,,,,,,,,,
60,78,Morning - Temperature,25,0,U,,,,,,,,,,,
61,63,Park - Hungry,25,0,U,,,,,,,,,,,
61,66,Discover - Floor,25,0,U,,,,,,,,,,,
61,72,Happy - Car,25,1,U,,,,,,,,,,,
61,77,Valley - Add,26,0,U,,,,,,,,,,,
50,73,Moat - Clear,28,0,U,,,,,,,,,,,
50,73,Allow - Tuck,28,0,U,,,,,,,,,,,
51,61,Cloth - Stretch,28,0,U,,,,,,,,,,,
59,74,Clothes - Cake,28,0,U,,,,,,,,,,,
35,62,Sacking - Dietary,29,0,U,,,,,,,,,,,
51,66,Floor - Discover,29,0,U,,,,,,,,,,,
51,79,Children - Mirror,29,1,U,,,,,,,,,,,
58,66,Crackle - Able,29,0,U,,,,,,,,,,,
38,65,Meat - Obtain,30,1,U,,,,,,,,,,,
38,66,Crackle - Able,30,0,U,,,,,,,,,,,
38,70,Cake - Clothes,30,0,U,,,,,,,,,,,
43,73,Tuck - Allow,30,0,U,,,,,,,,,,,
43,78,Morning - Temperature,30,0,U,,,,,,,,,,,
48,63,Charm - Vehicle,30,0,U,,,,,,,,,,,
48,70,Hand - Fix,30,0,U,,,,,,,,,,,
48,77,Add - Valley,30,0,U,,,,,,,,,,,
48,79,Sick - Hide,30,0,U,,,,,,,,,,,
49,69,Artery - Bronze,30,0,U,,,,,,,,,,,
49,75,Strong - Accident,30,0,U,,,,,,,,,,,
51,69,Hate - Name,30,0,U,,,,,,,,,,,
52,69,Hate - Name,30,0,U,,,,,,,,,,,
56,80,Main - Scar,30,0,U,,,,,,,,,,,
58,65,Meat - Obtain,30,0,U,,,,,,,,,,,
58,77,Temperature - Morning,30,1,U,,,,,,,,,,,
59,69,Hate - Name,30,0,U,,,,,,,,,,,
59,75,Toil - Lease,30,0,U,,,,,,,,,,,
62,68,Debate - Sight,31,0,U,,,,,,,,,,,
35,65,Belt - Soon,32,0,U,,,,,,,,,,,
35,67,Business - Death,32,0,U,,,,,,,,,,,
35,73,Tuck - Allow,32,0,U,,,,,,,,,,,
35,64,Obtain - Meat,32,0,U,,,,,,,,,,,
35,76,Sign - Loan,32,0,U,,,,,,,,,,,
37,67,Shell - Snake,32,1,U,,,,,,,,,,,
40,65,Able - Crackle,32,0,U,,,,,,,,,,,
44,62,Sacking - Dietary,32,0,U,,,,,,,,,,,
44,74,Lion - Art,32,1,U,,,,,,,,,,,
50,69,Artery - Bronze,32,0,U,,,,,,,,,,,
53,62,Stretch - Cloth,32,0,U,,,,,,,,,,,
62,62,Stretch - Cloth,32,0,U,,,,,,,,,,,
35,69,Bronze - Artery,33,0,U,,,,,,,,,,,
35,76,Riddle - Sugar,33,0,U,,,,,,,,,,,
35,65,Able - Crackle,33,0,U,,,,,,,,,,,
40,71,Position - Machine,33,0,U,,,,,,,,,,,
44,78,Morning - Temperature,33,1,U,,,,,,,,,,,
50,67,Death - Business,33,1,U,,,,,,,,,,,
35,77,Add - Valley,34,0,U,,,,,,,,,,,
37,69,Artery - Bronze,34,0,U,,,,,,,,,,,
37,68,Listen - Fiction,34,0,U,,,,,,,,,,,
37,78,Mirror - Children,34,0,U,,,,,,,,,,,
40,60,Maroon - Justice,34,0,U,,,,,,,,,,,
40,67,Fiction - Listen,34,0,U,,,,,,,,,,,
40,80,Main - Scar,34,0,U,,,,,,,,,,,
40,63,Hungry - Park,34,0,U,,,,,,,,,,,
40,64,Woman - Lift,34,0,U,,,,,,,,,,,
40,69,Bronze - Artery,34,0,U,,,,,,,,,,,
40,74,Lion - Art,34,0,U,,,,,,,,,,,
40,75,Accident - Strong,34,0,U,,,,,,,,,,,
40,76,Riddle - Sugar,34,0,U,,,,,,,,,,,
44,80,Main - Scar,34,0,U,,,,,,,,,,,
44,61,Clutter - Pusher,34,0,U,,,,,,,,,,,
44,70,Hand - Fix,34,0,U,,,,,,,,,,,
46,64,Maze - Election,34,1,U,,,,,,,,,,,
57,75,Loan - Sign,34,0,U,,,,,,,,,,,
62,64,Lift - Woman,34,0,U,,,,,,,,,,,
43,67,Fiction - Listen,35,0,U,,,,,,,,,,,
46,63,Park - Hungry,35,1,U,,,,,,,,,,,
46,75,Strong - Accident,35,0,U,,,,,,,,,,,
50,63,Give - Steak,35,0,U,,,,,,,,,,,
50,71,Name - Hate,35,0,U,,,,,,,,,,,
50,76,Both - Ounce,35,0,U,,,,,,,,,,,
51,79,Sick - Hide,35,0,U,,,,,,,,,,,
53,66,Discover - Floor,35,0,U,,,,,,,,,,,
53,75,Strong - Accident,35,0,U,,,,,,,,,,,
40,78,Morning - Temperature,36,1,U,,,,,,,,,,,
51,63,Charm - Vehicle,37,0,U,,,,,,,,,,,
61,68,Debate - Sight,39,0,U,,,,,,,,,,,
38,68,Debate - Sight,40,0,U,,,,,,,,,,,
38,74,Art - Lion,40,0,U,,,,,,,,,,,
38,79,Hide - Sick,40,0,U,,,,,,,,,,,
43,62,Sacking - Dietary,40,0,U,,,,,,,,,,,
43,79,Sick - Hide,40,0,U,,,,,,,,,,,
47,76,Riddle - Sugar,40,0,U,,,,,,,,,,,
48,60,Maroon - Justice,40,0,U,,,,,,,,,,,
48,61,Cloth - Stretch,40,0,U,,,,,,,,,,,
48,78,Morning - Temperature,40,1,U,,,,,,,,,,,
48,69,Bronze - Artery,40,0,U,,,,,,,,,,,
50,70,Fix - Hand,40,0,U,,,,,,,,,,,
52,76,Sign - Loan,40,0,U,,,,,,,,,,,
53,63,Park - Hungry,40,0,U,,,,,,,,,,,
53,69,Artery - Bronze,40,0,U,,,,,,,,,,,
53,70,Fix - Hand,40,0,U,,,,,,,,,,,
53,68,Listen - Fiction,40,0,U,,,,,,,,,,,
58,73,Moat - Clear,40,0,U,,,,,,,,,,,
58,76,Both - Ounce,40,0,U,,,,,,,,,,,
61,67,Death - Business,40,1,U,,,,,,,,,,,
56,70,Hand - Fix,40,0,U,,,,,,,,,,,
59,68,Joke - Keys,40,0,U,,,,,,,,,,,
37,67,Death - Business,42,0,U,,,,,,,,,,,
44,63,Hungry - Park,42,0,U,,,,,,,,,,,
35,63,Hungry - Park,43,0,U,,,,,,,,,,,
40,61,Clutter - Pusher,43,0,U,,,,,,,,,,,
43,68,Sight - Debate,43,0,U,,,,,,,,,,,
44,61,Cloth - Stretch,43,1,U,,,,,,,,,,,
44,68,Sight - Debate,43,0,U,,,,,,,,,,,
46,74,Art - Lion,43,1,U,,,,,,,,,,,
50,72,Fuzzy - Bang,43,0,U,,,,,,,,,,,
50,64,Lift - Woman,43,0,U,,,,,,,,,,,
40,61,Cloth - Stretch,44,0,U,,,,,,,,,,,
43,66,Floor - Discover,44,0,U,,,,,,,,,,,
35,62,Election - Maze,45,0,U,,,,,,,,,,,
36,73,Steak - Give,45,0,U,,,,,,,,,,,
37,62,Dietary - Sacking,45,0,U,,,,,,,,,,,
37,65,Soon - Belt,45,0,U,,,,,,,,,,,
37,72,Happy - Car,45,0,U,,,,,,,,,,,
37,78,Cash - Would,45,0,U,,,,,,,,,,,
37,80,King - Vase,45,1,U,,,,,,,,,,,
37,77,Temperature - Morning,45,1,U,,,,,,,,,,,
40,68,Joke - Keys,45,0,U,,,,,,,,,,,
40,69,Hate - Name,45,0,U,,,,,,,,,,,
40,70,Hand - Fix,45,0,U,,,,,,,,,,,
40,73,Tuck - Allow,45,0,U,,,,,,,,,,,
40,78,Would - Cash,45,0,U,,,,,,,,,,,
40,79,Sick - Hide,45,0,U,,,,,,,,,,,
44,66,Floor - Discover,45,0,U,,,,,,,,,,,
44,80,Vase - King,45,0,U,,,,,,,,,,,
50,67,Shell - Snake,45,0,U,,,,,,,,,,,
50,68,Listen - Fiction,45,0,U,,,,,,,,,,,
51,65,Belt - Soon,45,1,U,,,,,,,,,,,
53,72,Happy - Car,45,0,U,,,,,,,,,,,
53,80,King - Vase,45,0,U,,,,,,,,,,,
61,65,Soon - Belt,45,0,U,,,,,,,,,,,
61,78,Cash - Would,45,0,U,,,,,,,,,,,
58,63,Park - Hungry,45,0,U,,,,,,,,,,,
37,62,Stretch - Cloth,46,0,U,,,,,,,,,,,
44,74,Clothes - Cake,46,0,U,,,,,,,,,,,
44,78,Would - Cash,47,0,U,,,,,,,,,,,
50,77,Temperature - Morning,48,0,U,,,,,,,,,,,
50,75,Strong - Accident,48,0,U,,,,,,,,,,,
50,66,Discover - Floor,49,0,U,,,,,,,,,,,
61,74,Art - Lion,49,0,U,,,,,,,,,,,
61,76,Sugar - Riddle,49,0,U,,,,,,,,,,,
36,67,Fiction - Listen,50,0,U,,,,,,,,,,,
37,76,Sugar - Riddle,50,0,U,,,,,,,,,,,
38,62,Stretch - Cloth,50,0,U,,,,,,,,,,,
38,68,Listen - Fiction,50,0,U,,,,,,,,,,,
43,61,Clutter - Pusher,50,0,U,,,,,,,,,,,
43,65,Belt - Soon,50,0,U,,,,,,,,,,,
47,61,Cloth - Stretch,50,0,U,,,,,,,,,,,
48,64,Obtain - Meat,50,0,U,,,,,,,,,,,
48,68,Joke - Keys,50,0,U,,,,,,,,,,,
48,72,Car - Happy,50,1,U,,,,,,,,,,,
48,80,Vase - King,50,0,U,,,,,,,,,,,
49,62,Stretch - Cloth,50,0,U,,,,,,,,,,,
51,78,Morning - Temperature,50,1,U,,,,,,,,,,,
52,67,Fiction - Listen,50,0,U,,,,,,,,,,,
53,65,Soon - Belt,50,0,U,,,,,,,,,,,
53,70,Cake - Clothes,50,0,U,,,,,,,,,,,
56,61,Cloth - Stretch,50,0,U,,,,,,,,,,,
58,61,Justice - Maroon,50,0,U,,,,,,,,,,,
58,71,Name - Hate,50,0,U,,,,,,,,,,,
58,78,Mirror - Children,50,1,U,,,,,,,,,,,
59,68,Sight - Debate,50,0,U,,,,,,,,,,,
60,72,Wet - Dry,50,0,U,,,,,,,,,,,
61,71,Machine - Position,50,0,U,,,,,,,,,,,
56,71,Position - Machine,50,0,U,,,,,,,,,,,
57,64,Maze - Election,50,0,U,,,,,,,,,,,
59,67,Fiction - Listen,50,0,U,,,,,,,,,,,
59,78,Morning - Temperature,50,0,U,,,,,,,,,,,
60,79,Sick - Hide,50,0,U,,,,,,,,,,,
35,78,Morning - Temperature,53,0,U,,,,,,,,,,,
37,72,Fuzzy - Bang,54,1,U,,,,,,,,,,,
50,70,Cake - Clothes,54,0,U,,,,,,,,,,,
53,73,Allow - Tuck,54,0,U,,,,,,,,,,,
43,75,Accident - Strong,55,0,U,,,,,,,,,,,
43,77,Ounce - Both,55,0,U,,,,,,,,,,,
40,66,Shake - Shell,56,0,U,,,,,,,,,,,
40,73,Steak - Give,56,0,U,,,,,,,,,,,
40,60,Round - Circle,56,1,U,,,,,,,,,,,
40,77,Add - Valley,56,0,U,,,,,,,,,,,
44,76,Sign - Loan,56,0,U,,,,,,,,,,,
44,72,Car - Happy,56,0,U,,,,,,,,,,,
44,73,Tuck - Allow,56,0,U,,,,,,,,,,,
50,79,Hide - Sick,56,0,U,,,,,,,,,,,
53,79,Hide - Sick,56,0,U,,,,,,,,,,,
57,76,Both - Ounce,56,0,U,,,,,,,,,,,
62,77,Valley - Add,56,0,U,,,,,,,,,,,
51,76,Sign - Loan,57,0,U,,,,,,,,,,,
53,68,Debate - Sight,60,0,U,,,,,,,,,,,
61,70,Fix - Hand,60,0,U,,,,,,,,,,,
58,75,Strong - Accident,60,0,U,,,,,,,,,,,
59,61,Cloth - Stretch,60,0,U,,,,,,,,,,,
59,66,Shake - Shell,60,0,U,,,,,,,,,,,
40,71,Clear - Moat,65,0,U,,,,,,,,,,,
43,80,Vase - King,65,0,U,,,,,,,,,,,
50,62,Stretch - Cloth,65,1,U,,,,,,,,,,,
50,64,Maze - Election,65,1,U,,,,,,,,,,,
53,64,Lift - Woman,65,0,U,,,,,,,,,,,
53,71,Machine - Position,65,0,U,,,,,,,,,,,
35,80,Vase - King,66,0,U,,,,,,,,,,,
43,71,Position - Machine,66,0,U,,,,,,,,,,,
35,72,Car - Happy,67,0,U,,,,,,,,,,,
40,66,Floor - Discover,67,0,U,,,,,,,,,,,
44,65,Belt - Soon,67,0,U,,,,,,,,,,,
44,71,Position - Machine,67,0,U,,,,,,,,,,,
62,70,Fix - Hand,67,0,U,,,,,,,,,,,
50,66,Crackle - Able,68,0,U,,,,,,,,,,,
50,68,Debate - Sight,68,0,U,,,,,,,,,,,
50,72,Happy - Car,68,1,U,,,,,,,,,,,
44,79,Children - Mirror,69,0,U,,,,,,,,,,,
38,64,Maze - Election,70,0,U,,,,,,,,,,,
39,67,Fiction - Listen,70,0,U,,,,,,,,,,,
48,60,Round - Circle,70,1,U,,,,,,,,,,,
49,64,Maze - Election,70,0,U,,,,,,,,,,,
49,80,Charm - Vehicle,70,0,U,,,,,,,,,,,
50,74,Art - Lion,70,0,U,,,,,,,,,,,
53,77,Valley - Add,70,0,U,,,,,,,,,,,
50,78,Cash - Would,72,0,U,,,,,,,,,,,
40,72,Car - Happy,73,0,U,,,,,,,,,,,
49,80,King - Vase,75,0,U,,,,,,,,,,,
53,62,Dietary - Sacking,75,0,U,,,,,,,,,,,
47,68,Sight - Debate,76,0,U,,,,,,,,,,,
62,65,Soon - Belt,76,0,U,,,,,,,,,,,
35,66,Floor - Discover,77,0,U,,,,,,,,,,,
35,70,Hand - Fix,77,0,U,,,,,,,,,,,
35,74,Lion - Art,77,0,U,,,,,,,,,,,
35,75,Accident - Strong,77,0,U,,,,,,,,,,,
50,71,Machine - Position,77,0,U,,,,,,,,,,,
35,71,Position - Machine,78,0,U,,,,,,,,,,,
44,60,Round - Circle,78,0,U,,,,,,,,,,,
62,66,Discover - Floor,78,0,U,,,,,,,,,,,
62,80,King - Vase,78,0,U,,,,,,,,,,,
40,76,Sign - Loan,79,0,U,,,,,,,,,,,
38,75,Loan - Sign,80,0,U,,,,,,,,,,,
43,59,Tan - Sun,80,1,U,,,,,,,,,,,
49,60,Sun - Tan,80,1,U,,,,,,,,,,,
49,63,Give - Steak,80,0,U,,,,,,,,,,,
50,75,Loan - Sign,80,0,U,,,,,,,,,,,
59,72,Car - Happy,80,1,U,,,,,,,,,,,
59,72,Wet - Dry,80,0,U,,,,,,,,,,,
43,70,Hand - Fix,81,0,U,,,,,,,,,,,
62,75,Strong - Accident,84,0,U,,,,,,,,,,,
59,70,Hand - Fix,85,0,U,,,,,,,,,,,
37,60,Sun - Tan,87,1,U,,,,,,,,,,,
35,64,Woman - Lift,88,0,U,,,,,,,,,,,
50,80,Charm - Vehicle,88,0,U,,,,,,,,,,,
62,71,Machine - Position,89,0,U,,,,,,,,,,,
38,78,Mirror - Children,90,0,U,,,,,,,,,,,
38,73,Allow - Tuck,90,0,U,,,,,,,,,,,
43,61,Cloth - Stretch,90,0,U,,,,,,,,,,,
43,70,Bang - Fuzzy,90,0,U,,,,,,,,,,,
49,74,Art - Lion,90,0,U,,,,,,,,,,,
49,78,Mirror - Children,90,0,U,,,,,,,,,,,
51,68,Joke - Keys,90,1,U,,,,,,,,,,,
51,74,Clothes - Cake,90,0,U,,,,,,,,,,,
56,60,Round - Circle,95,1,U,,,,,,,,,,,
57,59,Tantrum - Temper,99,1,U,,,,,,,,,,,
57,60,Sun - Tan,99,1,U,,,,,,,,,,,
38,72,Fuzzy - Bang,100,0,U,,,,,,,,,,,
38,76,Both - Ounce,100,0,U,,,,,,,,,,,
38,80,Charm - Vehicle,100,0,U,,,,,,,,,,,
39,59,Tan - Sun,100,1,U,,,,,,,,,,,
46,62,Stretch - Cloth,100,0,U,,,,,,,,,,,
47,72,Car - Happy,100,0,U,,,,,,,,,,,
49,71,Machine - Position,100,0,U,,,,,,,,,,,
49,59,Tantrum - Temper,100,1,U,,,,,,,,,,,
49,75,Loan - Sign,100,0,U,,,,,,,,,,,
49,76,Both - Ounce,100,0,U,,,,,,,,,,,
49,77,Temperature - Morning,100,0,U,,,,,,,,,,,
51,72,Wet - Dry,100,1,U,,,,,,,,,,,
52,72,Wet - Dry,100,1,U,,,,,,,,,,,
58,60,Sun - Tan,100,0,U,,,,,,,,,,,
58,62,Stretch - Cloth,100,0,U,,,,,,,,,,,
61,66,Crackle - Able,100,0,U,,,,,,,,,,,
44,79,Sick - Hide,334,0,U,,,,,,,,,,,
43,76,Sign - Loan,790,0,U,,,,,,,,,,,
35,59,Tan - Sun,3233,0,U,,,,,,,,,,,
35,80,Main - Scar,,0,U,,,,,,,,,,,
36,64,Woman - Lift,,0,U,,,,,,,,,,,
36,77,Add - Valley,,0,U,,,,,,,,,,,
38,67,Shell - Snake,,0,U,,,,,,,,,,,
40,62,Election - Maze,,0,U,,,,,,,,,,,
40,63,Charm - Vehicle,,0,U,,,,,,,,,,,
40,64,Obtain - Meat,,0,U,,,,,,,,,,,
44,73,Steak - Give,,1,U,,,,,,,,,,,
46,71,Name - Hate,,0,U,,,,,,,,,,,
47,69,Bronze - Artery,,0,U,,,,,,,,,,,
47,63,Charm - Vehicle,,0,U,,,,,,,,,,,
51,73,Tuck - Allow,,0,U,,,,,,,,,,,
51,65,Able - Crackle,,0,U,,,,,,,,,,,
52,63,Hungry - Park,,0,U,,,,,,,,,,,
52,75,Accident - Strong,,0,U,,,,,,,,,,,
53,61,Pusher - Clutter,,0,U,,,,,,,,,,,
53,67,Death - Business,,0,U,,,,,,,,,,,
53,76,Sugar - Riddle,,0,U,,,,,,,,,,,
56,65,Able - Crackle,,0,U,,,,,,,,,,,
58,70,Cake - Clothes,,0,U,,,,,,,,,,,
60,70,Bang - Fuzzy,,0,U,,,,,,,,,,,
62,67,Shell - Snake,,1,U,,,,,,,,,,,
57,68,Listen - Fiction,,0,U,,,,,,,,,,,
59,62,Election - Maze,,0,U,,,,,,,,,,,
59,65,Able - Crackle,,0,U,,,,,,,,,,,
62,63,Park - Hungry,,0,U,,,,,,,,,,,
