ExperimentName,Subject,Block,cue_target,ListNum,Response,task
T_JOL C,35,2,Nap - Sleep,19,10,jol
T_JOL C,35,2,Brawl - Fight,20,0,jol
T_JOL C,35,2,Long - Extension,21,19,jol
T_JOL C,35,2,Game - Clue,22,13,jol
T_JOL C,35,2,Tie - Shoelace,23,78,jol
T_JOL C,35,2,Mystery - Detective,24,11,jol
T_JOL C,35,2,End - Adjourn,25,10,jol
T_JOL C,35,2,Dog - Furry,26,,jol
T_JOL C,35,2,Trash - Litter,27,45,jol
T_JOL C,35,2,Red - Cherry,28,0,jol
T_JOL C,35,2,Head - Scalp,29,34,jol
T_JOL C,35,2,Car - Driver,30,45,jol
T_JOL C,35,2,Cut - Chop,31,10,jol
T_JOL C,35,2,Donkey - Mule,32,10,jol
T_JOL C,35,2,Paper - Document,33,12,jol
T_JOL C,35,2,Smell - Incense,34,0,jol
T_JOL C,35,2,Eat - Dine,35,17,jol
T_JOL C,35,2,Scissors - Shears,36,11,jol
T_JOL C,35,2,Fight - Feud,37,23,jol
T_JOL C,35,2,Plant - Cactus,38,11,jol
T_JOL C,35,2,Cold - Chill,39,10,jol
T_JOL C,35,2,Love - Affection,40,10,jol
T_JOL C,35,2,Shave - Razor,41,13,jol
T_JOL C,35,2,Equal - Rights,42,13,jol
T_JOL C,35,2,Jar - Mason,43,11,jol
T_JOL C,35,2,Wax - Candle,44,87,jol
T_JOL C,35,2,Bracelet - Wrist,45,19,jol
T_JOL C,35,2,Carbon - Element,46,11,jol
T_JOL C,35,2,Away - Gone,47,45r,jol
T_JOL C,35,2,Drink - Water,48,53,jol
T_JOL C,35,2,Ground - Earth,49,88,jol
T_JOL C,35,2,Lonely - Alone,50,45,jol
T_JOL C,35,2,Seatbelt - Safety,51,78,jol
T_JOL C,35,2,Lie - Truth,52,21,jol
T_JOL C,35,2,Communication - Phone,53,1,jol
T_JOL C,35,2,Reel - Rod,54,88,jol
T_JOL C,35,2,Tick - Flea,55,23,jol
T_JOL C,35,2,Noise - Loud,56,26,jol
T_JOL C,35,2,Have - Own,57,0,jol
T_JOL C,35,2,Temper - Tantrum,58,13,jol
T_JOL C,35,2,Tan - Sun,59,3233,jol
T_JOL C,35,2,Maroon - Justice,60,0,jol
T_JOL C,35,2,Cloth - Stretch,61,23,jol
T_JOL C,35,2,Election - Maze,62,45,jol
T_JOL C,35,2,Charm - Vehicle,63,23,jol
T_JOL C,35,2,Obtain - Meat,64,32,jol
T_JOL C,35,2,Able - Crackle,65,33,jol
T_JOL C,35,2,Shake - Shell,66,21,jol
T_JOL C,35,2,Fiction - Listen,67,12,jol
T_JOL C,35,2,Joke - Keys,68,11,jol
T_JOL C,35,2,Hate - Name,69,0,jol
T_JOL C,35,2,Bang - Fuzzy,70,0,jol
T_JOL C,35,2,Clear - Moat,71,0,jol
T_JOL C,35,2,Wet - Dry,72,88,jol
T_JOL C,35,2,Steak - Give,73,0,jol
T_JOL C,35,2,Clothes - Cake,74,0,jol
T_JOL C,35,2,Toil - Lease,75,10,jol
T_JOL C,35,2,Sign - Loan,76,32,jol
T_JOL C,35,2,Ounce - Both,77,0,jol
T_JOL C,35,2,Morning - Temperature,78,53,jol
T_JOL C,35,2,Children - Mirror,79,0,jol
T_JOL C,35,2,Main - Scar,80,,jol
T_JOL C,35,1,Enough - ?,1,full,recall
T_JOL C,35,1,Sip - ?,2,soda,recall
T_JOL C,35,1,Cave - ?,3,dark,recall
T_JOL C,35,1,Seize - ?,4,phone,recall
T_JOL C,35,1,Growth - ?,5,child,recall
T_JOL C,35,1,Word - ?,6,find,recall
T_JOL C,35,1,Wasp - ?,7,bee,recall
T_JOL C,35,1,Division - ?,8,add,recall
T_JOL C,35,1,Attorney - ?,9,general,recall
T_JOL C,35,1,Fantastic - ?,10,great,recall
T_JOL C,35,1,Latch - ?,11,sing,recall
T_JOL C,35,1,Chili - ?,12,cold,recall
T_JOL C,35,1,Racket - ?,13,swing,recall
T_JOL C,35,1,Chore - ?,14,work,recall
T_JOL C,35,1,Famine - ?,15,hunger,recall
T_JOL C,35,1,Drowsy - ?,16,sleep,recall
T_JOL C,35,1,Stench - ?,17,smell,recall
T_JOL C,35,1,Attire - ?,18,work,recall
T_JOL C,35,1,Pilot - ?,19,fly,recall
T_JOL C,35,1,Blaze - ?,20,war,recall
T_JOL C,35,1,Bad - ?,21,good,recall
T_JOL C,35,1,Stomach - ?,22,kidney,recall
T_JOL C,35,1,Money - ?,23,amount,recall
T_JOL C,35,1,News - ?,24,old,recall
T_JOL C,35,1,Sting - ?,25,bee,recall
T_JOL C,35,1,Cold - ?,26,shiver,recall
T_JOL C,35,1,Plant - ?,27,flower,recall
T_JOL C,35,1,Bird - ?,28,fly,recall
T_JOL C,35,1,Dog - ?,29,bite,recall
T_JOL C,35,1,Out - ?,30,side,recall
T_JOL C,35,1,Clean - ?,31,hygiene,recall
T_JOL C,35,1,Water- ?,32,thirst,recall
T_JOL C,35,1,Rock - ?,33,stone,recall
T_JOL C,35,1,War - ?,34,revolution,recall
T_JOL C,35,1,Talk - ?,35,speak,recall
T_JOL C,35,1,Cow - ?,36,milk,recall
T_JOL C,35,1,Card - ?,37,credit,recall
T_JOL C,35,1,Flower - ?,38,vase,recall
T_JOL C,35,1,Fish - ?,39,tuna,recall
T_JOL C,35,1,Hammer - ?,40,hit,recall
T_JOL C,35,1,Assignment - ?,41,due,recall
T_JOL C,35,1,Amount - ?,42,credit,recall
T_JOL C,35,1,Site - ?,43,web,recall
T_JOL C,35,1,Waste - ?,44,dirt,recall
T_JOL C,35,1,Jury - ?,45,attorney,recall
T_JOL C,35,1,Design - ?,46,architect,recall
T_JOL C,35,1,Bar - ?,47,grill,recall
T_JOL C,35,1,Liver - ?,48,kidney,recall
T_JOL C,35,1,End - ?,49,begin,recall
T_JOL C,35,1,Wind - ?,50,blow,recall
T_JOL C,35,1,Soda - ?,51,can,recall
T_JOL C,35,1,Cheese - ?,52,butter,recall
T_JOL C,35,1,Toilet - ?,53,bathroom,recall
T_JOL C,35,1,Decision - ?,54,hard,recall
T_JOL C,35,1,Foot - ?,55,hand,recall
T_JOL C,35,1,Future - ?,56,past,recall
T_JOL C,35,1,Salad - ?,57,vegetable,recall
T_JOL C,35,1,Bee - ?,58,honey,recall
T_JOL C,35,1,Child - ?,59,baby,recall
T_JOL C,35,1,Round - ?,60,square,recall
T_JOL C,35,1,Clutter - ?,61,clutter,recall
T_JOL C,35,1,Sacking - ?,62,chairs,recall
T_JOL C,35,1,Hungry - ?,63,food,recall
T_JOL C,35,1,Woman - ?,64,man,recall
T_JOL C,35,1,Belt - ?,65,bold,recall
T_JOL C,35,1,Floor - ?,66,find,recall
T_JOL C,35,1,Business - ?,67,attire,recall
T_JOL C,35,1,Sight - ?,68,hand,recall
T_JOL C,35,1,Bronze - ?,69,stomach,recall
T_JOL C,35,1,Hand - ?,70,write,recall
T_JOL C,35,1,Position - ?,71,race,recall
T_JOL C,35,1,Car - ?,72,drive,recall
T_JOL C,35,1,Tuck - ?,73,in,recall
T_JOL C,35,1,Lion - ?,74,fear,recall
T_JOL C,35,1,Accident - ?,75,crash,recall
T_JOL C,35,1,Riddle - ?,76,stretcher,recall
T_JOL C,35,1,Add - ?,77,divid,recall
T_JOL C,35,1,Would - ?,78,do,recall
T_JOL C,35,1,Sick - ?,79,old,recall
T_JOL C,35,1,Vase - ?,80,flower,recall
T_JOL C,35,2,Flip - ?,1,turn,recall
T_JOL C,35,2,Windshield - ?,2,car,recall
T_JOL C,35,2,Villian - ?,3,bad,recall
T_JOL C,35,2,Penguin - ?,4,short,recall
T_JOL C,35,2,Actress - ?,5,famous,recall
T_JOL C,35,2,Thimble - ?,6,needle,recall
T_JOL C,35,2,Revenge - ?,7,even,recall
T_JOL C,35,2,Balloon - ?,8,up,recall
T_JOL C,35,2,Strawberry - ?,9,fruit,recall
T_JOL C,35,2,Favorite - ?,10,best,recall
T_JOL C,35,2,Panther - ?,11,black,recall
T_JOL C,35,2,Breakable - ?,12,glass,recall
T_JOL C,35,2,Coffin - ?,13,dead,recall
T_JOL C,35,2,Aircraft - ?,14,pilot,recall
T_JOL C,35,2,Sardine - ?,15,fish,recall
T_JOL C,35,2,League - ?,16,justice,recall
T_JOL C,35,2,Banker - ?,17,money,recall
T_JOL C,35,2,Truthful - ?,18,,recall
T_JOL C,35,2,Nap - ?,19,sleep,recall
T_JOL C,35,2,Brawl - ?,20,cut,recall
T_JOL C,35,2,Long - ?,21,stretch,recall
T_JOL C,35,2,Game - ?,22,tea,recall
T_JOL C,35,2,Tie - ?,23,knot,recall
T_JOL C,35,2,Mystery - ?,24,detective,recall
T_JOL C,35,2,End - ?,25,begin,recall
T_JOL C,35,2,Dog - ?,26,bite,recall
T_JOL C,35,2,Trash - ?,27,litter,recall
T_JOL C,35,2,Red - ?,28,charm,recall
T_JOL C,35,2,Head - ?,29,foot,recall
T_JOL C,35,2,Car - ?,30,windshield,recall
T_JOL C,35,2,Cut - ?,31,scissors,recall
T_JOL C,35,2,Donkey - ?,32,gallop,recall
T_JOL C,35,2,Paper - ?,33,cut,recall
T_JOL C,35,2,Smell - ?,34,incense,recall
T_JOL C,35,2,Eat - ?,35,food,recall
T_JOL C,35,2,Scissors - ?,36,cut,recall
T_JOL C,35,2,Fight - ?,37,war,recall
T_JOL C,35,2,Plant - ?,38,cactus,recall
T_JOL C,35,2,Cold - ?,39,shiver,recall
T_JOL C,35,2,Love - ?,40,affection,recall
T_JOL C,35,2,Shave - ?,41,razor,recall
T_JOL C,35,2,Equal - ?,42,revenge,recall
T_JOL C,35,2,Jar - ?,43,cookie,recall
T_JOL C,35,2,Wax - ?,44,candle,recall
T_JOL C,35,2,Bracelet - ?,45,wrist,recall
T_JOL C,35,2,Carbon - ?,46,monoxide,recall
T_JOL C,35,2,Away - ?,47,gone,recall
T_JOL C,35,2,Drink - ?,48,water,recall
T_JOL C,35,2,Ground - ?,49,earth,recall
T_JOL C,35,2,Lonely - ?,50,alone,recall
T_JOL C,35,2,Seatbelt - ?,51,mattrass,recall
T_JOL C,35,2,Lie - ?,52,down,recall
T_JOL C,35,2,Communication - ?,53,phone,recall
T_JOL C,35,2,Reel - ?,54,thimble,recall
T_JOL C,35,2,Tick - ?,55,flea,recall
T_JOL C,35,2,Noise - ?,56,loud,recall
T_JOL C,35,2,Have - ?,57,get,recall
T_JOL C,35,2,Temper - ?,58,justice,recall
T_JOL C,35,2,Tan - ?,59,,recall
T_JOL C,35,2,Maroon - ?,60,red,recall
T_JOL C,35,2,Cloth - ?,61,hangers,recall
T_JOL C,35,2,Election - ?,62,peth,recall
T_JOL C,35,2,Charm - ?,63,attribute,recall
T_JOL C,35,2,Obtain - ?,64,get,recall
T_JOL C,35,2,Able - ?,65,attain,recall
T_JOL C,35,2,Shake - ?,66,shake,recall
T_JOL C,35,2,Fiction - ?,67,listen,recall
T_JOL C,35,2,Joke - ?,68,riddle,recall
T_JOL C,35,2,Hate - ?,69,evil,recall
T_JOL C,35,2,Clear - ?,71,path,recall
T_JOL C,35,2,Wet - ?,72,dry,recall
T_JOL C,35,2,Bang - ?,73,thud,recall
T_JOL C,35,2,Steak - ?,73,eat,recall
T_JOL C,35,2,Clothes - ?,74,dry,recall
T_JOL C,35,2,Toil - ?,75,earth,recall
T_JOL C,35,2,Sign - ?,76,up,recall
T_JOL C,35,2,Ounce - ?,77,juice,recall
T_JOL C,35,2,Morning - ?,78,bright,recall
T_JOL C,35,2,Children - ?,79,grow,recall
T_JOL C,35,2,Main - ?,80,stays,recall
T_JOL D,36,1,Flip - Turn,1,100,jol
T_JOL D,36,1,Windshield - Car,2,32,jol
T_JOL D,36,1,Villain - Bad,3,97,jol
T_JOL D,36,1,Penguin - Bird,4,20,jol
T_JOL D,36,1,Actress - Star,5,25,jol
T_JOL D,36,1,Thimble - Thread,6,34,jol
T_JOL D,36,1,Revenge - Even,7,100,jol
T_JOL D,36,1,Balloon - Pop,8,50,jol
T_JOL D,36,1,Strawberry - Fruit,9,92,jol
T_JOL D,36,1,Favorite - Best,10,90,jol
T_JOL D,36,1,Panther - Cat,11,12,jol
T_JOL D,36,1,Breakable - Glass,12,79,jol
T_JOL D,36,1,Coffin - Dead,13,100,jol
T_JOL D,36,1,Aircraft - Plane,14,40,jol
T_JOL D,36,1,Sardine - Fish,15,68,jol
T_JOL D,36,1,League - Baseball,16,50,jol
T_JOL D,36,1,Banker - Money,17,100,jol
T_JOL D,36,1,Truthful - Honest,18,100,jol
T_JOL D,36,1,Nap - Sleep,19,50,jol
T_JOL D,36,1,Brawl - Fight,20,100,jol
T_JOL D,36,1,Long - Extension,21,43,jol
T_JOL D,36,1,Game - Clue,22,75,jol
T_JOL D,36,1,Tie - Shoelace,23,98,jol
T_JOL D,36,1,Mystery - Detective,24,10,jol
T_JOL D,36,1,End - Adjourn,25,92,jol
T_JOL D,36,1,Dog - Furry,26,99,jol
T_JOL D,36,1,Trash - Litter,27,,jol
T_JOL D,36,1,Red - Cherry,28,99,jol
T_JOL D,36,1,Head - Scalp,29,20,jol
T_JOL D,36,1,Car - Driver,30,100,jol
T_JOL D,36,1,Cut - Chop,31,100,jol
T_JOL D,36,1,Donkey - Mule,32,50,jol
T_JOL D,36,1,Paper - Document,33,23,jol
T_JOL D,36,1,Smell - Incense,34,4,jol
T_JOL D,36,1,Eat - Dine,35,99,jol
T_JOL D,36,1,Scissors - Shears,36,78,jol
T_JOL D,36,1,Fight - Feud,37,,jol
T_JOL D,36,1,Plant - Cactus,38,50,jol
T_JOL D,36,1,Cold - Chill,39,50,jol
T_JOL D,36,1,Love - Affection,40,50,jol
T_JOL D,36,1,Shave - Razor,41,23,jol
T_JOL D,36,1,Equal - Rights,42,10,jol
T_JOL D,36,1,Jar - Mason,43,,jol
T_JOL D,36,1,Wax - Candle,44,97,jol
T_JOL D,36,1,Bracelet - Wrist,45,,jol
T_JOL D,36,1,Carbon - Element,46,100,jol
T_JOL D,36,1,Away - Gone,47,98,jol
T_JOL D,36,1,Drink - Water,48,65,jol
T_JOL D,36,1,Ground - Earth,49,0,jol
T_JOL D,36,1,Lonely - Alone,50,65,jol
T_JOL D,36,1,Seatbelt - Safety,51,50,jol
T_JOL D,36,1,Lie - Truth,52,50,jol
T_JOL D,36,1,Communication - Phone,53,100,jol
T_JOL D,36,1,Reel - Rod,54,89,jol
T_JOL D,36,1,Tick - Flea,55,79,jol
T_JOL D,36,1,Noise - Loud,56,50,jol
T_JOL D,36,1,Have - Own,57,100,jol
T_JOL D,36,1,Temper - Tantrum,58,100,jol
T_JOL D,36,1,Tan - Sun,59,13,jol
T_JOL D,36,1,Maroon - Justice,60,0,jol
T_JOL D,36,1,Cloth - Stretch,61,1,jol
T_JOL D,36,1,Election - Maze,62,12,jol
T_JOL D,36,1,Charm - Vehicle,63,10,jol
T_JOL D,36,1,Obtain - Meat,64,0,jol
T_JOL D,36,1,Able - Crackle,65,0,jol
T_JOL D,36,1,Shake - Shell,66,2,jol
T_JOL D,36,1,Fiction - Listen,67,50,jol
T_JOL D,36,1,Joke - Keys,68,0,jol
T_JOL D,36,1,Hate - Name,69,0,jol
T_JOL D,36,1,Bang - Fuzzy,70,0,jol
T_JOL D,36,1,Clear - Moat,71,1,jol
T_JOL D,36,1,Wet - Dry,72,34,jol
T_JOL D,36,1,Steak - Give,73,45,jol
T_JOL D,36,1,Clothes - Cake,74,0,jol
T_JOL D,36,1,Toil - Lease,75,0,jol
T_JOL D,36,1,Sign - Loan,76,0,jol
T_JOL D,36,1,Ounce - Both,77,0,jol
T_JOL D,36,1,Morning - Temperature,78,17,jol
T_JOL D,36,1,Children - Mirror,79,0,jol
T_JOL D,36,1,Main - Scar,80,1,jol
T_JOL D,36,2,Enough - Full,1,100,jol
T_JOL D,36,2,Sip - Drink,2,100,jol
T_JOL D,36,2,Cave - Dark,3,50,jol
T_JOL D,36,2,Seize - Take,4,1,jol
T_JOL D,36,2,Growth - Height,5,90,jol
T_JOL D,36,2,Word - Sentence,6,25,jol
T_JOL D,36,2,Wasp - Bug,7,10,jol
T_JOL D,36,2,Division - Math,8,100,jol
T_JOL D,36,2,Attorney - Law,9,100,jol
T_JOL D,36,2,Fantastic - Great,10,90,jol
T_JOL D,36,2,Latch - Key,11,90,jol
T_JOL D,36,2,Chili - Hot,12,100,jol
T_JOL D,36,2,Racket - Ball,13,100,jol
T_JOL D,36,2,Chore - Work,14,50,jol
T_JOL D,36,2,Famine - Hunger,15,1,jol
T_JOL D,36,2,Drowsy - Sleep,16,100,jol
T_JOL D,36,2,Stench - Smell,17,100,jol
T_JOL D,36,2,Attire - Clothes,18,100,jol
T_JOL D,36,2,Pilot - Plane,19,50,jol
T_JOL D,36,2,Blaze - Fire,20,50,jol
T_JOL D,36,2,Bad - Delinquent,21,70,jol
T_JOL D,36,2,Stomach - Digestion,22,,jol
T_JOL D,36,2,Money - Wage,23,60,jol
T_JOL D,36,2,News - Editor,24,3,jol
T_JOL D,36,2,Sting - Hornet,25,12,jol
T_JOL D,36,2,Cold - Bitter,26,35,jol
T_JOL D,36,2,Plant - Root,27,30,jol
T_JOL D,36,2,Bird - Swan,28,90,jol
T_JOL D,36,2,Dog - Paw,29,100,jol
T_JOL D,36,2,Out - Way,30,9,jol
T_JOL D,36,2,Clean - Hygiene,31,100,jol
T_JOL D,36,2,Water - Bridge,32,,jol
T_JOL D,36,2,Rock - Geology,33,,jol
T_JOL D,36,2,War - Revolution,34,100,jol
T_JOL D,36,2,Talk - Discussion,35,100,jol
T_JOL D,36,2,Cow - Herd,36,5,jol
T_JOL D,36,2,Card - Credit,37,100,jol
T_JOL D,36,2,Flower - Orchid,38,100,jol
T_JOL D,36,2,Fish - Tuna,39,5,jol
T_JOL D,36,2,Hammer - Chisel,40,,jol
T_JOL D,36,2,Assignment - Due,41,50,jol
T_JOL D,36,2,Amount - Number,42,30,jol
T_JOL D,36,2,Site - Location,43,10,jol
T_JOL D,36,2,Waste - Dump,44,100,jol
T_JOL D,36,2,Jury - Trial,45,40,jol
T_JOL D,36,2,Design - Architecture,46,90,jol
T_JOL D,36,2,Bar - Grill,47,95,jol
T_JOL D,36,2,Liver - Kidney,48,50,jol
T_JOL D,36,2,End - Begin,49,80,jol
T_JOL D,36,2,Wind - Blow,50,100,jol
T_JOL D,36,2,Soda - Pop,51,95,jol
T_JOL D,36,2,Cheese - Wine,52,50,jol
T_JOL D,36,2,Toilet - Bathroom,53,9,jol
T_JOL D,36,2,Decision - Choice,54,100,jol
T_JOL D,36,2,Foot - Shoe,55,100,jol
T_JOL D,36,2,Future - Past,56,50,jol
T_JOL D,36,2,Salad - Lettuce,57,35,jol
T_JOL D,36,2,Bee - Honey,58,30,jol
T_JOL D,36,2,Child - Baby,59,100,jol
T_JOL D,36,2,Round - Circle,60,30,jol
T_JOL D,36,2,Clutter - Pusher,61,0,jol
T_JOL D,36,2,Sacking - Dietary,62,0,jol
T_JOL D,36,2,Hungry - Park,63,0,jol
T_JOL D,36,2,Woman - Lift,64,,jol
T_JOL D,36,2,Belt - Soon,65,0,jol
T_JOL D,36,2,Floor - Discover,66,0,jol
T_JOL D,36,2,Business - Death,67,0,jol
T_JOL D,36,2,Sight - Debate,68,0,jol
T_JOL D,36,2,Bronze - Artery,69,23,jol
T_JOL D,36,2,Hand - Fix,70,0,jol
T_JOL D,36,2,Position - Machine,71,13,jol
T_JOL D,36,2,Car - Happy,72,0,jol
T_JOL D,36,2,Tuck - Allow,73,0,jol
T_JOL D,36,2,Lion - Art,74,4,jol
T_JOL D,36,2,Accident - Strong,75,4,jol
T_JOL D,36,2,Riddle - Sugar,76,12,jol
T_JOL D,36,2,Add - Valley,77,,jol
T_JOL D,36,2,Would - Cash,78,0,jol
T_JOL D,36,2,Sick - Hide,79,1,jol
T_JOL D,36,2,Vase - King,80,20,jol
T_JOL D,36,1,Flip - ?,1,turn,recall
T_JOL D,36,1,Windsield - ?,2,car,recall
T_JOL D,36,1,Villian - ?,3,evil,recall
T_JOL D,36,1,Penguin - ?,4,duck,recall
T_JOL D,36,1,Actress - ?,5,star,recall
T_JOL D,36,1,Thimble - ?,6,,recall
T_JOL D,36,1,Revenge - ?,7,even,recall
T_JOL D,36,1,Balloon - ?,8,fly,recall
T_JOL D,36,1,Strawberry - ?,9,fruit,recall
T_JOL D,36,1,Favorite - ?,10,best,recall
T_JOL D,36,1,Panther - ?,11,cat,recall
T_JOL D,36,1,Breakable - ?,12,glass,recall
T_JOL D,36,1,Coffin - ?,13,dead,recall
T_JOL D,36,1,Aircraft - ?,14,plane,recall
T_JOL D,36,1,Sardine - ?,15,fish,recall
T_JOL D,36,1,League - ?,16,baseball,recall
T_JOL D,36,1,Banker - ?,17,money,recall
T_JOL D,36,1,Truthful - ?,18,lie,recall
T_JOL D,36,1,Nap - ?,19,sleep,recall
T_JOL D,36,1,Brawl - ?,20,fight,recall
T_JOL D,36,1,Long - ?,21,,recall
T_JOL D,36,1,Game - ?,22,plan,recall
T_JOL D,36,1,Tie - ?,23,,recall
T_JOL D,36,1,Mystery - ?,24,detective,recall
T_JOL D,36,1,End - ?,25,,recall
T_JOL D,36,1,Dog - ?,26,furry,recall
T_JOL D,36,1,Trash - ?,27,dirty,recall
T_JOL D,36,1,Red - ?,28,color,recall
T_JOL D,36,1,Head - ?,29,scalp,recall
T_JOL D,36,1,Car - ?,30,windshield,recall
T_JOL D,36,1,Cut - ?,31,,recall
T_JOL D,36,1,Donkey - ?,32,tail,recall
T_JOL D,36,1,Paper - ?,33,sheet,recall
T_JOL D,36,1,Smell - ?,34,,recall
T_JOL D,36,1,Eat - ?,35,,recall
T_JOL D,36,1,Scissors - ?,36,shears,recall
T_JOL D,36,1,Fight - ?,37,brawl,recall
T_JOL D,36,1,Plant - ?,38,flower,recall
T_JOL D,36,1,Cold - ?,39,,recall
T_JOL D,36,1,Love - ?,40,hate,recall
T_JOL D,36,1,Shave - ?,41,razor,recall
T_JOL D,36,1,Equal - ?,42,right,recall
T_JOL D,36,1,Jar - ?,43,mason,recall
T_JOL D,36,1,Wax - ?,44,,recall
T_JOL D,36,1,Bracelet - ?,45,wrist,recall
T_JOL D,36,1,Carbon - ?,46,element,recall
T_JOL D,36,1,Away - ?,47,gone,recall
T_JOL D,36,1,Drink - ?,48,,recall
T_JOL D,36,1,Ground - ?,49,earth,recall
T_JOL D,36,1,Lonely - ?,50,alone,recall
T_JOL D,36,1,Seatbelt - ?,51,car,recall
T_JOL D,36,1,Lie - ?,52,truth,recall
T_JOL D,36,1,Communication - ?,53,talk,recall
T_JOL D,36,1,Reel - ?,54,line,recall
