Subject,Condition,ListNum,Direction,Block,Jol
55,C,44,S,2,2
55,C,45,S,2,20
55,C,46,S,2,0
55,C,47,S,2,10
55,C,48,S,2,10
55,C,49,S,2,5
55,C,50,S,2,80
55,C,51,S,2,10
55,C,52,S,2,100
55,C,53,S,2,20
55,C,54,S,2,80
55,C,55,S,2,30
55,C,56,S,2,39
55,C,57,S,2,1
55,C,58,S,2,80
55,C,59,S,2,90
55,C,60,S,2,24
55,C,61,U,2,28
55,C,62,U,2,3
55,C,63,U,2,37
55,C,64,U,2,0
55,C,65,U,2,67
55,C,66,U,2,20
55,C,67,U,2,0
55,C,68,U,2,90
55,C,69,U,2,30
55,C,70,U,2,0
55,C,71,U,2,0
55,C,72,U,2,100
55,C,73,U,2,0
55,C,74,U,2,90
55,C,75,U,2,0
55,C,76,U,2,57
55,C,77,U,2,0
55,C,78,U,2,50
55,C,79,U,2,29
55,C,80,U,2,1
63,C,1,F,2,75
63,C,2,F,2,85
63,C,3,F,2,80
63,C,4,F,2,65
63,C,5,F,2,90
63,C,6,F,2,20
63,C,7,F,2,75
63,C,8,F,2,80
63,C,9,F,2,85
63,C,10,F,2,80
63,C,11,F,2,85
63,C,12,F,2,85
63,C,13,F,2,75
63,C,14,F,2,50
63,C,15,F,2,80
63,C,16,F,2,90
63,C,17,F,2,80
63,C,18,F,2,80
63,C,19,F,2,80
63,C,20,F,2,90
63,C,21,B,2,6
63,C,22,B,2,50
63,C,23,B,2,80
63,C,24,B,2,75
63,C,25,B,2,20
63,C,26,B,2,75
63,C,27,B,2,80
63,C,28,B,2,85
63,C,29,B,2,75
63,C,30,B,2,90
63,C,31,B,2,90
63,C,32,B,2,90
63,C,33,B,2,90
63,C,34,B,2,80
63,C,35,B,2,80
63,C,36,B,2,20
63,C,37,B,2,100
63,C,38,B,2,80
63,C,39,B,2,80
63,C,40,B,2,90
63,C,41,S,2,75
63,C,42,S,2,90
63,C,43,S,2,50
63,C,44,S,2,75
63,C,45,S,2,78
63,C,46,S,2,85
63,C,47,S,2,75
63,C,48,S,2,90
63,C,49,S,2,50
63,C,50,S,2,75
63,C,51,S,2,80
63,C,52,S,2,85
63,C,53,S,2,90
63,C,54,S,2,50
63,C,55,S,2,20
63,C,56,S,2,80
63,C,57,S,2,68
63,C,58,S,2,90
63,C,59,S,2,90
63,C,60,S,2,20
63,C,61,U,2,60
63,C,62,U,2,46
63,C,63,U,2,0
63,C,64,U,2,20
63,C,65,U,2,10
63,C,66,U,2,60
63,C,67,U,2,50
63,C,68,U,2,40
63,C,69,U,2,30
63,C,70,U,2,20
63,C,71,U,2,10
63,C,72,U,2,80
63,C,73,U,2,20
63,C,74,U,2,28
63,C,75,U,2,30
63,C,76,U,2,20
63,C,77,U,2,23
63,C,78,U,2,50
63,C,79,U,2,20
63,C,80,U,2,20
67,C,1,F,2,50
67,C,2,F,2,50
67,C,3,F,2,80
67,C,4,F,2,55
67,C,5,F,2,65
67,C,6,F,2,10
67,C,7,F,2,40
67,C,8,F,2,70
67,C,9,F,2,70
67,C,10,F,2,40
67,C,11,F,2,50
67,C,12,F,2,36
67,C,13,F,2,60
67,C,14,F,2,68
67,C,15,F,2,50
67,C,16,F,2,60
67,C,17,F,2,40
67,C,18,F,2,20
67,C,19,F,2,80
67,C,20,F,2,50
67,C,21,B,2,70
67,C,22,B,2,25
67,C,23,B,2,70
67,C,24,B,2,70
67,C,25,B,2,20
67,C,26,B,2,70
67,C,27,B,2,60
67,C,28,B,2,60
67,C,29,B,2,70
67,C,30,B,2,65
67,C,31,B,2,60
67,C,32,B,2,80
67,C,33,B,2,60
67,C,34,B,2,60
67,C,35,B,2,50
67,C,36,B,2,50
67,C,37,B,2,55
67,C,38,B,2,50
67,C,39,B,2,50
67,C,40,B,2,90
67,C,41,S,2,70
67,C,42,S,2,45
67,C,43,S,2,60
67,C,44,S,2,65
67,C,45,S,2,75
67,C,46,S,2,50
67,C,47,S,2,65
67,C,48,S,2,70
67,C,49,S,2,60
67,C,50,S,2,70
67,C,51,S,2,65
67,C,52,S,2,50
67,C,53,S,2,55
67,C,54,S,2,10
67,C,55,S,2,70
67,C,56,S,2,55
67,C,57,S,2,60
67,C,58,S,2,1
67,C,59,S,2,50
67,C,60,S,2,10
67,C,61,U,2,10
67,C,62,U,2,10
67,C,63,U,2,10
67,C,64,U,2,10
67,C,65,U,2,10
67,C,66,U,2,20
67,C,67,U,2,35
67,C,68,U,2,10
67,C,69,U,2,0
67,C,70,U,2,10
67,C,71,U,2,5
67,C,72,U,2,80
67,C,73,U,2,40
67,C,74,U,2,10
67,C,75,U,2,10
67,C,76,U,2,30
67,C,77,U,2,10
67,C,78,U,2,40
67,C,79,U,2,20
67,C,80,U,2,10
71,C,1,F,2,90
71,C,2,F,2,50
71,C,3,F,2,70
71,C,4,F,2,100
71,C,5,F,2,50
71,C,6,F,2,0
71,C,7,F,2,60
71,C,8,F,2,100
71,C,9,F,2,100
71,C,10,F,2,100
71,C,11,F,2,80
71,C,12,F,2,100
71,C,13,F,2,100
71,C,14,F,2,80
71,C,15,F,2,90
71,C,16,F,2,100
71,C,17,F,2,60
71,C,18,F,2,90
71,C,19,F,2,90
71,C,20,F,2,100
71,C,21,B,2,80
71,C,22,B,2,1
71,C,23,B,2,70
71,C,24,B,2,70
71,C,25,B,2,80
71,C,26,B,2,100
71,C,27,B,2,90
71,C,28,B,2,100
71,C,29,B,2,90
71,C,30,B,2,80
71,C,31,B,2,90
71,C,32,B,2,70
71,C,33,B,2,90
71,C,34,B,2,100
71,C,35,B,2,70
71,C,36,B,2,70
71,C,37,B,2,40
71,C,38,B,2,90
71,C,39,B,2,90
71,C,40,B,2,10
71,C,41,S,2,70
71,C,42,S,2,90
71,C,43,S,2,100
71,C,44,S,2,90
71,C,45,S,2,100
71,C,46,S,2,50
71,C,47,S,2,100
71,C,48,S,2,100
71,C,49,S,2,100
71,C,50,S,2,10
71,C,51,S,2,90
71,C,52,S,2,70
71,C,53,S,2,6
71,C,54,S,2,30
71,C,55,S,2,70
71,C,56,S,2,60
71,C,57,S,2,60
71,C,58,S,2,80
71,C,59,S,2,100
71,C,60,S,2,10
71,C,61,U,2,100
71,C,62,U,2,50
71,C,63,U,2,20
71,C,64,U,2,70
71,C,65,U,2,40
71,C,66,U,2,30
71,C,67,U,2,7
71,C,68,U,2,10
71,C,69,U,2,40
71,C,70,U,2,30
71,C,71,U,2,60
71,C,72,U,2,100
71,C,73,U,2,10
71,C,74,U,2,10
71,C,75,U,2,70
71,C,76,U,2,40
71,C,77,U,2,10
71,C,78,U,2,80
71,C,79,U,2,60
71,C,80,U,2,20
