"subject","condition","bin","mean"
2005,"pure",6,1687.0625
2005,"switch",1,1032.6
2005,"switch",2,1240.1
2005,"switch",3,1409.9
2005,"switch",4,1603.95
2005,"switch",5,1931.95
2005,"switch",6,2938.9
2006,"non-switch",1,1011.85
2006,"non-switch",2,1432.4
2006,"non-switch",3,1727.15
2006,"non-switch",4,2048.4
2006,"non-switch",5,2336
2006,"non-switch",6,3038.84210526316
2006,"pure",1,619.9375
2006,"pure",2,730.5
2006,"pure",3,1014.1875
2006,"pure",4,1337.125
2006,"pure",5,1470.9375
2006,"pure",6,2181.625
2006,"switch",1,1387.95
2006,"switch",2,1676.8
2006,"switch",3,2022.85
2006,"switch",4,2342.25
2006,"switch",5,2659.25
2006,"switch",6,3557.9
2007,"non-switch",1,1537.42105263158
2007,"non-switch",2,2118.05555555556
2007,"non-switch",3,2516.63157894737
2007,"non-switch",4,2918.33333333333
2007,"non-switch",5,3645.78947368421
2007,"non-switch",6,4945.55555555556
2007,"pure",1,720
2007,"pure",2,843.2
2007,"pure",3,967.6875
2007,"pure",4,1180.26666666667
2007,"pure",5,1588.3125
2007,"pure",6,2811.46666666667
2007,"switch",1,1555.95
2007,"switch",2,2259.05
2007,"switch",3,2612.68421052632
2007,"switch",4,2921.8
2007,"switch",5,3606.6
2007,"switch",6,5544
2009,"non-switch",1,591.65
2009,"non-switch",2,726.7
2009,"non-switch",3,897.263157894737
2009,"non-switch",4,1107.5
2009,"non-switch",5,1382
2009,"non-switch",6,2363.63157894737
2009,"pure",1,841.75
2009,"pure",2,1044.125
2009,"pure",3,1161.73333333333
2009,"pure",4,1308.125
2009,"pure",5,1684.4375
2009,"pure",6,2562.4
2009,"switch",1,611.95
2009,"switch",2,755.75
2009,"switch",3,877.85
2009,"switch",4,1115.3
2009,"switch",5,1440.8
2009,"switch",6,2270.55
2010,"non-switch",1,536.15
2010,"non-switch",2,579.85
2010,"non-switch",3,614.102564102564
2010,"non-switch",4,654.85
2010,"non-switch",5,756.35
2010,"non-switch",6,1381.64102564103
2010,"pure",1,526.58064516129
2010,"pure",2,572.967741935484
2010,"pure",3,612.387096774194
2010,"pure",4,642.903225806452
2010,"pure",5,753.161290322581
2010,"pure",6,1267.09677419355
2010,"switch",1,522.7
2010,"switch",2,571.5
2010,"switch",3,604.65
2010,"switch",4,650.5
2010,"switch",5,769.4
2010,"switch",6,1110.1
2011,"non-switch",1,1333.15
2011,"non-switch",2,1689.42105263158
2011,"non-switch",3,2175.57894736842
2011,"non-switch",4,2737.68421052632
2011,"non-switch",5,3456.26315789474
2011,"non-switch",6,5469.57894736842
2011,"pure",1,612.375
2011,"pure",2,713.9375
2011,"pure",3,801.75
2011,"pure",4,940.9375
2011,"pure",5,1183.8125
2011,"pure",6,2591.125
2011,"switch",1,1481.6
2011,"switch",2,2016.94736842105
2011,"switch",3,2397.8
2011,"switch",4,2773.47368421053
2011,"switch",5,3689.8
2011,"switch",6,5506.57894736842
2012,"non-switch",1,1043.4
2012,"non-switch",2,1253.2
2012,"non-switch",3,1406.3
2012,"non-switch",4,1537.9
2012,"non-switch",5,1790.4
2012,"non-switch",6,3009.75
2012,"pure",1,565.9375
2012,"pure",2,650.9375
2012,"pure",3,710.4375
2012,"pure",4,782.375
2012,"pure",5,886.9375
2012,"pure",6,1389.5
2012,"switch",1,1316.85
2012,"switch",2,1491.45
2012,"switch",3,1670.2
2012,"switch",4,1849.4
2012,"switch",5,2150
2012,"switch",6,3228.05
2014,"non-switch",1,1175.55
2014,"non-switch",2,1524.3
2014,"non-switch",3,1796.84210526316
2014,"non-switch",4,2219.7
2014,"non-switch",5,2710.7
2014,"non-switch",6,3631.15789473684
2014,"pure",1,639.8125
2014,"pure",2,702.3125
2014,"pure",3,801.75
2014,"pure",4,945.4375
2014,"pure",5,1162.875
2014,"pure",6,2452.625
2014,"switch",1,1242.9
2014,"switch",2,1503.6
2014,"switch",3,1766.15
2014,"switch",4,2193.65
2014,"switch",5,2724.15
2014,"switch",6,3948.1
2015,"non-switch",1,1181.15
2015,"non-switch",2,1362.31578947368
2015,"non-switch",3,1560.9
2015,"non-switch",4,1742.05263157895
2015,"non-switch",5,2029.25
2015,"non-switch",6,3079
2015,"pure",1,624.375
2015,"pure",2,734.875
2015,"pure",3,813.8125
2015,"pure",4,954.8125
2015,"pure",5,1157
2015,"pure",6,2243.73333333333
2015,"switch",1,1153.55
2015,"switch",2,1363.1
2015,"switch",3,1511.05
2015,"switch",4,1719.25
2015,"switch",5,2045
2015,"switch",6,2686.73684210526
2016,"non-switch",1,436.2
2016,"non-switch",2,491.25
2016,"non-switch",3,547.8
2016,"non-switch",4,607.7
2016,"non-switch",5,695.5
2016,"non-switch",6,1418.5
2016,"pure",1,547.625
2016,"pure",2,646.5625
2016,"pure",3,722.1875
2016,"pure",4,812.625
2016,"pure",5,964.4375
2016,"pure",6,1780.3125
2016,"switch",1,477.95
2016,"switch",2,516.15
2016,"switch",3,553
2016,"switch",4,593.95
2016,"switch",5,655
2016,"switch",6,1100.1
2017,"non-switch",1,971
2017,"non-switch",2,1187.55
2017,"non-switch",3,1346.47368421053
2017,"non-switch",4,1521.15
2017,"non-switch",5,2060.35
2017,"non-switch",6,3852.63157894737
2017,"pure",1,575.125
2017,"pure",2,661.4375
2017,"pure",3,724.5
2017,"pure",4,797.9375
2017,"pure",5,947.4375
2017,"pure",6,1788.25
2017,"switch",1,1246.1
2017,"switch",2,1472.35
2017,"switch",3,1624.3
2017,"switch",4,1833.7
2017,"switch",5,2144.1
2017,"switch",6,2756.55
2019,"non-switch",1,947.35
2019,"non-switch",2,1111.7
2019,"non-switch",3,1266.31578947368
2019,"non-switch",4,1487.6
2019,"non-switch",5,1860.05
2019,"non-switch",6,2524.68421052632
2019,"pure",1,554.875
2019,"pure",2,658.4375
2019,"pure",3,760.125
2019,"pure",4,876.75
2019,"pure",5,1024.875
2019,"pure",6,1548.3125
2019,"switch",1,1112.85
2019,"switch",2,1397.35
2019,"switch",3,1601.7
2019,"switch",4,1846
2019,"switch",5,2326.6
2019,"switch",6,3378.4
2020,"non-switch",1,595.95
2020,"non-switch",2,688.052631578947
2020,"non-switch",3,796.421052631579
2020,"non-switch",4,974.35
2020,"non-switch",5,1256.94736842105
2020,"non-switch",6,2567.89473684211
2020,"pure",1,626.9375
2020,"pure",2,734.125
2020,"pure",3,847.9375
2020,"pure",4,1007.625
2020,"pure",5,1302.4375
2020,"pure",6,2680.875
2020,"switch",1,609.7
2020,"switch",2,718.25
2020,"switch",3,795.2
2020,"switch",4,907.65
2020,"switch",5,1144.25
2020,"switch",6,1930.45
2023,"non-switch",1,998.15
2023,"non-switch",2,1262.8
2023,"non-switch",3,1461.35
2023,"non-switch",4,1693.9
2023,"non-switch",5,1987.4
2023,"non-switch",6,2786.31578947368
2023,"pure",1,501.5625
2023,"pure",2,588.8125
2023,"pure",3,632.25
2023,"pure",4,679.5
2023,"pure",5,810.875
2023,"pure",6,1526.1875
2023,"switch",1,1101.25
2023,"switch",2,1305.05
2023,"switch",3,1468.4
2023,"switch",4,1675.1
2023,"switch",5,1911.35
2023,"switch",6,2543.25
