"","ExperimentName","Subject","Rword1.OnsetToOnsetTime","Block","Procedure.Block.","Procedure.Trial.","cue_target","ListNum","pword3.RESP","pword5.RESP","Rword1.RESP","Rword2.RESP"
"1424","T_JOL C",55,0,1,"BlockProc1","recallproc1","Blaze - ?",20,NA,NA,"fire",""
"1425","T_JOL C",55,0,1,"BlockProc1","recallproc1","Sip - ?",2,NA,NA,"drink",""
"1426","T_JOL C",55,0,1,"BlockProc1","recallproc1","Sting - ?",25,NA,NA,"hurt",""
"1427","T_JOL C",55,0,1,"BlockProc1","recallproc1","Division - ?",8,NA,NA,"math",""
"1428","T_JOL C",55,0,1,"BlockProc1","recallproc1","Would - ?",78,NA,NA,"not",""
"1429","T_JOL C",55,0,1,"BlockProc1","recallproc1","Rock - ?",33,NA,NA,"out",""
"1430","T_JOL C",55,0,1,"BlockProc1","recallproc1","Accident - ?",75,NA,NA,"trouble",""
"1431","T_JOL C",55,0,1,"BlockProc1","recallproc1","Liver - ?",48,NA,NA,"organ",""
"1432","T_JOL C",55,0,1,"BlockProc1","recallproc1","Vase - ?",80,NA,NA,"break",""
"1433","T_JOL C",55,0,1,"BlockProc1","recallproc1","Latch - ?",11,NA,NA,"hook",""
"1434","T_JOL C",55,0,1,"BlockProc1","recallproc1","Enough - ?",1,NA,NA,"ready",""
"1435","T_JOL C",55,0,1,"BlockProc1","recallproc1","Attorney - ?",9,NA,NA,"general",""
"1436","T_JOL C",55,0,1,"BlockProc1","recallproc1","Car - ?",72,NA,NA,"prettyk",""
"1437","T_JOL C",55,0,1,"BlockProc1","recallproc1","Word - ?",6,NA,NA,"sentence",""
"1438","T_JOL C",55,0,1,"BlockProc1","recallproc1","War - ?",34,NA,NA,"revolution",""
"1439","T_JOL C",55,0,1,"BlockProc1","recallproc1","Flower - ?",38,NA,NA,"plant",""
"1440","T_JOL C",55,0,1,"BlockProc1","recallproc1","Money - ?",23,NA,NA,"borrow",""
"1441","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Noise - Loud",56,NA,70,"",""
"1442","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Away - Gone",47,NA,40,"",""
"1443","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Truthful - Honest",18,NA,39,"",""
"1444","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Long - Extension",21,NA,40,"",""
"1445","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Seatbelt - Safety",51,NA,59,"",""
"1446","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Strawberry - Fruit",9,NA,6,"",""
"1447","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Temper - Tantrum",58,NA,50,"",""
"1448","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Actress - Star",5,NA,40,"",""
"1449","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Car - Driver",30,NA,30,"",""
"1450","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Nap - Sleep",19,NA,40,"",""
"1451","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Fiction - Listen",67,NA,50,"",""
"1452","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Shake - Shell",66,NA,60,"",""
"1453","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Flip - Turn",1,NA,40,"",""
"1454","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Ounce - Both",77,NA,30,"",""
"1455","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","End - Adjourn",25,NA,40,"",""
"1456","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Scissors - Shears",36,NA,50,"",""
"1457","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Carbon - Element",46,NA,30,"",""
"1458","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Panther - Cat",11,NA,60,"",""
"1459","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Able - Crackle",65,NA,70,"",""
"1460","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Clear - Moat",71,NA,20,"",""
"1461","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Thimble - Thread",6,NA,30,"",""
"1462","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Sardine - Fish",15,NA,20,"",""
"1463","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Clothes - Cake",74,NA,30,"",""
"1464","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Children - Mirror",79,NA,40,"",""
"1465","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Steak - Give",73,NA,50,"",""
"1466","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Paper - Document",33,NA,30,"",""
"1467","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Drink - Water",48,NA,20,"",""
"1468","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Tan - Sun",59,NA,30,"",""
"1469","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Joke - Keys",68,NA,60,"",""
"1470","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Tick - Flea",55,NA,70,"",""
"1471","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Hate - Name",69,NA,50,"",""
"1472","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Windshield - Car",2,NA,70,"",""
"1473","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Eat - Dine",35,NA,40,"",""
"1474","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","League - Baseball",16,NA,80,"",""
"1475","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Tie - Shoelace",23,NA,90,"",""
"1476","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Love - Affection",40,NA,90,"",""
"1477","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Charm - Vehicle",63,NA,20,"",""
"1478","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Have - Own",57,NA,100,"",""
"1479","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Wax - Candle",44,NA,100,"",""
"1480","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Mystery - Detective",24,NA,20,"",""
"1481","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Brawl - Fight",20,NA,30,"",""
"1482","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Balloon - Pop",8,NA,40,"",""
"1483","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Sign - Loan",76,NA,50,"",""
"1484","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Head - Scalp",29,NA,50,"",""
"1485","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Maroon - Justice",60,NA,50,"",""
"1486","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Main - Scar",80,NA,80,"",""
"1487","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Revenge - Even",7,NA,70,"",""
"1488","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Communication - Phone",53,NA,40,"",""
"1489","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Equal - Rights",42,NA,40,"",""
"1490","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Villain - Bad",3,NA,70,"",""
"1491","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Cold - Chill",39,NA,50,"",""
"1492","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Lonely - Alone",50,NA,60,"",""
"1493","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Reel - Rod",54,NA,50,"",""
"1494","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Shave - Razor",41,NA,60,"",""
"1495","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Lie - Truth",52,NA,40,"",""
"1496","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Penguin - Bird",4,NA,80,"",""
"1497","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Plant - Cactus",38,NA,100,"",""
"1498","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Election - Maze",62,NA,20,"",""
"1499","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Toil - Lease",75,NA,30,"",""
"1500","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Fight - Feud",37,NA,30,"",""
"1501","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Ground - Earth",49,NA,40,"",""
"1502","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Red - Cherry",28,NA,30,"",""
"1503","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Game - Clue",22,NA,20,"",""
"1504","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Wet - Dry",72,NA,40,"",""
"1505","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Bracelet - Wrist",45,NA,20,"",""
"1506","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Aircraft - Plane",14,NA,100,"",""
"1507","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Obtain - Meat",64,NA,10,"",""
"1508","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Bang - Fuzzy",70,NA,30,"",""
"1509","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Donkey - Mule",32,NA,100,"",""
"1510","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Jar - Mason",43,NA,90,"",""
"1511","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Dog - Furry",26,NA,60,"",""
"1512","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Trash - Litter",27,NA,50,"",""
"1513","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Morning - Temperature",78,NA,30,"",""
"1514","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Cut - Chop",31,NA,90,"",""
"1515","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Favorite - Best",10,NA,90,"",""
"1516","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Coffin - Dead",13,NA,50,"",""
"1517","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Cloth - Stretch",61,NA,60,"",""
"1518","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Breakable - Glass",12,NA,40,"",""
"1519","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Smell - Incense",34,NA,30,"",""
"1520","T_JOL C",55,NA,2,"BlockProc2","StudyProc5","Banker - Money",17,NA,40,"",""
"1521","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Penguin - ?",4,NA,NA,"","cold"
"1522","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Shave - ?",41,NA,NA,"","share"
"1523","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Favorite - ?",10,NA,NA,"","thing"
"1524","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Aircraft - ?",14,NA,NA,"","plane"
"1525","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Breakable - ?",12,NA,NA,"","vase"
"1526","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Fight - ?",37,NA,NA,"","plane"
"1527","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Red - ?",28,NA,NA,"","book"
"1528","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Away - ?",47,NA,NA,"","always"
"1529","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Truthful - ?",18,NA,NA,"","lie"
"1530","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Equal - ?",42,NA,NA,"","under"
"1531","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Ounce - ?",77,NA,NA,"","pound"
"1532","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Paper - ?",33,NA,NA,"","plant"
"1533","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Game - ?",22,NA,NA,"","over"
"1534","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Plant - ?",38,NA,NA,"","cactus"
"1535","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Election - ?",62,NA,NA,"","pole"
"1536","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Smell - ?",34,NA,NA,"","stink"
"1537","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Strawberry - ?",9,NA,NA,"","fruit"
"1538","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Shake - ?",66,NA,NA,"","share"
"1539","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Thimble - ?",6,NA,NA,"","needle"
"1540","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Cloth - ?",61,NA,NA,"","stretch"
"1541","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Trash - ?",27,NA,NA,"","can"
"1542","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Seatbelt - ?",51,NA,NA,"","car"
"1543","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Long - ?",21,NA,NA,"","short"
"1544","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Maroon - ?",60,NA,NA,"","pink"
"1545","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Cut - ?",31,NA,NA,"","injured"
"1546","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Balloon - ?",8,NA,NA,"","pop"
"1547","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Morning - ?",78,NA,NA,"","cold"
"1548","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Drink - ?",48,NA,NA,"","brew"
"1549","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Lonely - ?",50,NA,NA,"","alone"
"1550","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Charm - ?",63,NA,NA,"","bracelet"
"1551","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Scissors - ?",36,NA,NA,"","cut"
"1552","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Sardine - ?",15,NA,NA,"","fish"
"1553","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Wet - ?",72,NA,NA,"","dry"
"1554","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Wax - ?",44,NA,NA,"","candle"
"1555","T_JOL C",55,NA,2,"BlockProc2","recallproc2","League - ?",16,NA,NA,"","baseball"
"1556","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Jar - ?",43,NA,NA,"","lid"
"1557","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Love - ?",40,NA,NA,"","affair"
"1558","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Ground - ?",49,NA,NA,"","hog"
"1559","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Tie - ?",23,NA,NA,"","suit"
"1560","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Donkey - ?",32,NA,NA,"","horse"
"1561","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Car - ?",30,NA,NA,"","windshield"
"1562","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Obtain - ?",64,NA,NA,"","take"
"1563","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Nap - ?",19,NA,NA,"","sleep"
"1564","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Clear - ?",71,NA,NA,"","white"
"1565","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Brawl - ?",20,NA,NA,"","fight"
"1566","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Communication - ?",53,NA,NA,"","talk"
"1567","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Steak - ?",73,NA,NA,"","food"
"1568","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Dog - ?",26,NA,NA,"","fuss"
"1569","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Carbon - ?",46,NA,NA,"","tree"
"1570","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Panther - ?",11,NA,NA,"","black"
"1571","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Bracelet - ?",45,NA,NA,"","car"
"1572","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Reel - ?",54,NA,NA,"","fish"
"1573","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Lie - ?",52,NA,NA,"","tie"
"1574","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Joke - ?",68,NA,NA,"","riddle"
"1575","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Actress - ?",5,NA,NA,"","women"
"1576","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Children - ?",79,NA,NA,"","star"
"1577","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Eat - ?",35,NA,NA,"","food"
"1578","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Head - ?",29,NA,NA,"","hat"
"1579","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Toil - ?",75,NA,NA,"","wrap"
"1580","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Villian - ?",3,NA,NA,"","bad"
"1581","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Main - ?",80,NA,NA,"","character"
"1582","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Flip - ?",1,NA,NA,"","flp"
"1583","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Temper - ?",58,NA,NA,"","anger"
"1584","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Banker - ?",17,NA,NA,"","money"
"1585","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Have - ?",57,NA,NA,"","lose"
"1586","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Clothes - ?",74,NA,NA,"","stretch"
"1587","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Sign - ?",76,NA,NA,"","language"
"1588","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Noise - ?",56,NA,NA,"","loud"
"1589","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Revenge - ?",7,NA,NA,"","take"
"1590","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Tan - ?",59,NA,NA,"","ten"
"1591","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Mystery - ?",24,NA,NA,"","novel"
"1592","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Windshield - ?",2,NA,NA,"","car"
"1593","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Cold - ?",39,NA,NA,"","morning"
"1594","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Bang - ?",73,NA,NA,"","bom"
"1595","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Able - ?",65,NA,NA,"","restricted"
"1596","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Fiction - ?",67,NA,NA,"","tale"
"1597","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Coffin - ?",13,NA,NA,"","dead"
"1598","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Hate - ?",69,NA,NA,"","love"
"1599","T_JOL C",55,NA,2,"BlockProc2","recallproc2","End - ?",25,NA,NA,"","start"
"1600","T_JOL C",55,NA,2,"BlockProc2","recallproc2","Tick - ?",55,NA,NA,"","tock"
"1601","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Attire - Clothes",18,70,NA,"",""
"1602","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Out - Way",30,30,NA,"",""
"1603","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Chili - Hot",12,NA,NA,"",""
"1604","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Bronze - Artery",69,20,NA,"",""
"1605","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Bar - Grill",47,70,NA,"",""
"1606","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Seize - Take",4,60,NA,"",""
"1607","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Amount - Number",42,50,NA,"",""
"1608","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Site - Location",43,5,NA,"",""
"1609","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Bird - Swan",28,50,NA,"",""
"1610","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","News - Editor",24,60,NA,"",""
"1611","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Jury - Trial",45,55,NA,"",""
"1612","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Riddle - Sugar",76,30,NA,"",""
"1613","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Position - Machine",71,30,NA,"",""
"1614","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Cave - Dark",3,80,NA,"",""
"1615","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Hammer - Chisel",40,65,NA,"",""
"1616","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Child - Baby",59,90,NA,"",""
"1617","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Card - Credit",37,80,NA,"",""
"1618","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Foot - Shoe",55,75,NA,"",""
"1619","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Hand - Fix",70,35,NA,"",""
"1620","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Car - Happy",72,45,NA,"",""
"1621","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Sight - Debate",68,30,NA,"",""
"1622","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Attorney - Law",9,80,NA,"",""
"1623","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Future - Past",56,80,NA,"",""
"1624","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Sick - Hide",79,40,NA,"",""
"1625","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Fish - Tuna",39,90,NA,"",""
"1626","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Growth - Height",5,80,NA,"",""
"1627","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Clean - Hygiene",31,80,NA,"",""
"1628","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Racket - Ball",13,6,NA,"",""
"1629","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Wind - Blow",50,60,NA,"",""
"1630","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Hungry - Park",63,NA,NA,"",""
"1631","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Talk - Discussion",35,50,NA,"",""
"1632","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Latch - Key",11,40,NA,"",""
"1633","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Stench - Smell",17,80,NA,"",""
"1634","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Famine - Hunger",15,60,NA,"",""
"1635","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Bad - Delinquent",21,60,NA,"",""
"1636","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Word - Sentence",6,NA,NA,"",""
"1637","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Waste - Dump",44,60,NA,"",""
"1638","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Salad - Lettuce",57,85,NA,"",""
"1639","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Belt - Soon",65,20,NA,"",""
"1640","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Clutter - Pusher",61,30,NA,"",""
"1641","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Blaze - Fire",20,85,NA,"",""
"1642","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Sip - Drink",2,65,NA,"",""
"1643","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Liver - Kidney",48,75,NA,"",""
"1644","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Sacking - Dietary",62,20,NA,"",""
"1645","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Stomach - Digestion",22,80,NA,"",""
"1646","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Floor - Discover",66,20,NA,"",""
"1647","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Cow - Herd",36,70,NA,"",""
"1648","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Plant - Root",27,70,NA,"",""
"1649","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Soda - Pop",51,90,NA,"",""
"1650","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Division - Math",8,90,NA,"",""
"1651","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Drowsy - Sleep",16,90,NA,"",""
"1652","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","End - Begin",49,78,NA,"",""
"1653","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Flower - Orchid",38,80,NA,"",""
"1654","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Vase - King",80,20,NA,"",""
"1655","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Chore - Work",14,60,NA,"",""
"1656","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Fantastic - Great",10,70,NA,"",""
"1657","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Water - Bridge",32,55,NA,"",""
"1658","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Enough - Full",1,70,NA,"",""
"1659","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Accident - Strong",75,15,NA,"",""
"1660","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Tuck - Allow",73,20,NA,"",""
"1661","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Round - Circle",60,90,NA,"",""
"1662","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Would - Cash",78,10,NA,"",""
"1663","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Cheese - Wine",52,80,NA,"",""
"1664","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Assignment - Due",41,80,NA,"",""
"1665","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Woman - Lift",64,10,NA,"",""
"1666","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Bee - Honey",58,85,NA,"",""
"1667","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","War - Revolution",34,70,NA,"",""
"1668","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Design - Architecture",46,80,NA,"",""
"1669","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Pilot - Plane",19,85,NA,"",""
"1670","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Add - Valley",77,20,NA,"",""
"1671","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Dog - Paw",29,90,NA,"",""
"1672","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Wasp - Bug",7,80,NA,"",""
"1673","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Toilet - Bathroom",53,90,NA,"",""
"1674","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Rock - Geology",33,60,NA,"",""
"1675","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Sting - Hornet",25,80,NA,"",""
"1676","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Decision - Choice",54,90,NA,"",""
"1677","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Money - Wage",23,75,NA,"",""
"1678","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Business - Death",67,40,NA,"",""
"1679","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Cold - Bitter",26,40,NA,"",""
"1680","T_JOL C",63,NA,1,"BlockProc1","StudyProc3","Lion - Art",74,45,NA,"",""
"1681","T_JOL C",63,0,1,"BlockProc1","recallproc1","Bird - ?",28,NA,NA,"eagle",""
"1682","T_JOL C",63,0,1,"BlockProc1","recallproc1","Division - ?",8,NA,NA,"math",""
"1683","T_JOL C",63,0,1,"BlockProc1","recallproc1","Chili - ?",12,NA,NA,"hot",""
"1684","T_JOL C",63,0,1,"BlockProc1","recallproc1","Amount - ?",42,NA,NA,"money",""
"1685","T_JOL C",63,0,1,"BlockProc1","recallproc1","Attorney - ?",9,NA,NA,"law",""
"1686","T_JOL C",63,0,1,"BlockProc1","recallproc1","Hungry - ?",63,NA,NA,"food",""
"1687","T_JOL C",63,0,1,"BlockProc1","recallproc1","Bronze - ?",69,NA,NA,"gold",""
"1688","T_JOL C",63,0,1,"BlockProc1","recallproc1","Wind - ?",50,NA,NA,"weather",""
