Subject,cue_target,ListNum,combined,Direction
48,Aircraft - Plane,14,2592,F
48,Sardine - Fish,15,2281,F
48,Famine - Hunger,15,4422,F
48,Drowsy - Sleep,16,2983,F
48,League - Baseball,16,3377,F
48,Stench - Smell,17,2068,F
48,Banker - Money,17,3412,F
48,Attire - Clothes,18,2587,F
48,Truthful - Honest,18,3624,F
48,Pilot - Plane,19,2662,F
48,Nap - Sleep,19,3871,F
48,Blaze - Fire,20,2243,F
48,Brawl - Fight,20,3590,F
48,Bad - Delinquent,21,2535,B
48,Long - Extension,21,4257,B
48,Game - Clue,22,155,B
48,Stomach - Digestion,22,2948,B
48,Money - Wage,23,2944,B
48,Tie - Shoelace,23,4207,B
48,News - Editor,24,2712,B
48,Mystery - Detective,24,3094,B
48,End - Adjourn,25,2386,B
48,Sting - Hornet,25,3778,B
48,Dog - Furry,26,2251,B
48,Cold - Bitter,26,4372,B
48,Plant - Root,27,3018,B
48,Trash - Litter,27,4160,B
48,Bird - Swan,28,2454,B
48,Red - Cherry,28,3729,B
48,Dog - Paw,29,2296,B
48,Head - Scalp,29,4535,B
48,Out - Way,30,2788,B
48,Car - Driver,30,3344,B
48,Cut - Chop,31,3602,B
48,Clean - Hygiene,31,4038,B
48,Donkey - Mule,32,2967,B
48,Water - Bridge,32,3045,B
48,Rock - Geology,33,3176,B
48,Paper - Document,33,3453,B
48,Smell - Incense,34,2971,B
48,War - Revolution,34,2974,B
48,Eat - Dine,35,2696,B
48,Talk - Discussion,35,3533,B
48,Scissors - Shears,36,2770,B
48,Cow - Herd,36,3552,B
48,Card - Credit,37,2298,B
48,Fight - Feud,37,3075,B
48,Flower - Orchid,38,2891,B
48,Plant - Cactus,38,3790,B
48,Fish - Tuna,39,2655,B
48,Cold - Chill,39,3860,B
48,Hammer - Chisel,40,1649,B
48,Love - Affection,40,3905,B
48,Assignment - Due,41,2264,S
48,Shave - Razor,41,2771,S
48,Equal - Rights,42,2955,S
48,Amount - Number,42,3666,S
48,Jar - Mason,43,4190,S
48,Site - Location,43,4736,S
48,Wax - Candle,44,2337,S
48,Waste - Dump,44,2835,S
48,Jury - Trial,45,3131,S
48,Bracelet - Wrist,45,3368,S
48,Design - Architecture,46,4108,S
48,Carbon - Element,46,4414,S
48,Bar - Grill,47,2366,S
48,Away - Gone,47,3167,S
48,Drink - Water,48,2191,S
48,Liver - Kidney,48,2333,S
48,End - Begin,49,2245,S
48,Ground - Earth,49,2677,S
48,Wind - Blow,50,2707,S
48,Lonely - Alone,50,3506,S
48,Soda - Pop,51,2498,S
48,Seatbelt - Safety,51,2961,S
48,Cheese - Wine,52,2349,S
48,Lie - Truth,52,2856,S
48,Toilet - Bathroom,53,3257,S
48,Communication - Phone,53,3551,S
48,Reel - Rod,54,2986,S
48,Decision - Choice,54,3658,S
48,Tick - Flea,55,2865,S
48,Foot - Shoe,55,2906,S
48,Future - Past,56,2662,S
48,Noise - Loud,56,3336,S
48,Salad - Lettuce,57,2215,S
48,Have - Own,57,4073,S
48,Bee - Honey,58,1848,S
48,Temper - Tantrum,58,3295,S
48,Child - Baby,59,3069,S
48,Tan - Sun,59,4532,S
48,Round - Circle,60,2671,S
48,Maroon - Justice,60,3408,S
48,Clutter - Pusher,61,3099,S
48,Cloth - Stretch,61,3747,U
48,Sacking - Dietary,62,1696,U
48,Election - Maze,62,3750,U
48,Hungry - Park,63,2416,U
48,Charm - Vehicle,63,2748,U
48,Obtain - Meat,64,2385,U
48,Woman - Lift,64,2697,U
48,Belt - Soon,65,1568,U
48,Able - Crackle,65,3063,U
48,Floor - Discover,66,1755,U
48,Shake - Shell,66,3616,U
48,Fiction - Listen,67,2454,U
48,Business - Death,67,3043,U
48,Sight - Debate,68,2568,U
48,Joke - Keys,68,3896,U
48,Hate - Name,69,2987,U
48,Bronze - Artery,69,3817,U
48,Bang - Fuzzy,70,2352,U
48,Hand - Fix,70,3850,U
48,Clear - Moat,71,1585,U
48,Position - Machine,71,2028,U
48,Wet - Dry,72,2581,U
48,Car - Happy,72,3256,U
48,Tuck - Allow,73,2122,U
48,Steak - Give,73,2212,U
48,Clothes - Cake,74,2550,U
48,Lion - Art,74,4616,U
48,Accident - Strong,75,2366,U
48,Toil - Lease,75,3365,U
48,Riddle - Sugar,76,1561,U
48,Sign - Loan,76,1923,U
48,Add - Valley,77,3045,U
48,Ounce - Both,77,3161,U
48,Morning - Temperature,78,2352,U
48,Would - Cash,78,2363,U
48,Sick - Hide,79,2270,U
48,Children - Mirror,79,4190,U
48,Main - Scar,80,2269,U
48,Vase - King,80,4581,U
49,Extension - Long,1,1877,F
49,Delinquent - Bad,1,3415,F
49,Digestion - Stomach,2,1801,F
49,Clue - Game,2,3893,F
49,Cactus - Plant,3,2357,F
49,Wage - Money,3,2827,F
49,Shoelace - Tie,4,2356,F
49,Chisel - Hammer,4,3037,F
49,Editor - News,5,1963,F
49,Detective - Mystery,5,3428,F
49,Adjourn - End,6,1954,F
49,Hornet - Sting,6,2232,F
49,Furry - Dog,7,1989,F
49,Bitter - Cold,7,2692,F
49,Litter - Trash,8,2642,F
49,Root - Plant,8,3229,F
49,Cherry - Red,9,2295,F
49,Swan - Bird,9,2862,F
49,Paw - Dog,10,1590,F
49,Scalp - Head,10,2923,F
49,Driver - Car,11,1956,F
49,Way - Out,11,3765,F
49,Hygiene - Clean,12,2696,F
49,Chop - Cut,12,2715,F
49,Mule - Donkey,13,1719,F
49,Bridge - Water,13,2402,F
49,Geology - Rock,14,2070,F
49,Document - Paper,14,2541,F
49,Revolution - War,15,2204,F
49,Incense - Smell,15,2681,F
49,Discussion - Talk,16,1971,F
49,Dine - Eat,16,2127,F
49,Shears - Scissors,17,2193,F
49,Herd - Cow,17,2594,F
49,Credit - Card,18,10,F
49,Feud - Fight,18,2978,F
49,Orchid - Flower,19,2049,F
49,Chill - Cold,19,2320,F
49,Affection - Love,20,1875,F
49,Tuna -  Fish,20,2132,F
49,Full - Enough,21,2585,B
49,Turn - Flip,21,3834,B
49,Drink - Sip,22,2627,B
49,Car - Windshield,22,3806,B
49,Bad - Villain,23,1879,B
49,Dark - Cave,23,3081,B
49,Bird - Penguin,24,1759,B
49,Take - Seize,24,3359,B
49,Height - Growth,25,2129,B
49,Star - Actress,25,2224,B
49,Sentence - Word,26,2861,B
49,Thread - Thimble,26,2934,B
49,Bug - Wasp,27,2016,B
49,Even - Revenge,27,3401,B
49,Pop - Balloon,28,2545,B
49,Math - Division,28,4631,B
49,Law - Attorney,29,2015,B
49,Fruit - Strawberry,29,2449,B
49,Best - Favorite,30,1949,B
49,Great - Fantastic,30,2325,B
49,Cat - Panther,31,1911,B
49,Key - Latch,31,2831,B
49,Glass - Breakable,32,2216,B
49,Hot - Chili,32,3994,B
49,Ball - Racket,33,2620,B
49,Dead - Coffin,33,3748,B
49,Plane - Aircraft,34,1817,B
49,Work - Chore,34,2376,B
49,Fish - Sardine,35,2208,B
49,Hunger - Famine,35,2553,B
49,Sleep - Drowsy,36,1912,B
49,Baseball - League,36,1947,B
49,Money - Banker,37,2110,B
49,Smell - Stench,37,2186,B
49,Honest - Truthful,38,2131,B
49,Clothes - Attire,38,2376,B
49,Sleep - Nap,39,2094,B
49,Plane - Pilot,39,2329,B
49,Fight - Brawl,40,1957,B
49,Fire - Blaze,40,2225,B
49,Razor - Shave,41,1892,S
49,Due - Assignment,41,2604,S
49,Number - Amount,42,2184,S
49,Rights - Equal,42,2794,S
49,Location - Site,43,2781,S
49,Mason - Jar,43,3520,S
49,Dump - Waste,44,1879,S
49,Candle - Wax,44,2247,S
49,Wrist - Bracelet,45,2029,S
49,Trial - Jury,45,2625,S
49,Element - Carbon,46,1986,S
49,Architecture - Design,46,3185,S
49,Gone - Away,47,23,S
49,Grill -Bar,47,2303,S
49,Water - Drink,48,1758,S
49,Kidney - Liver,48,2103,S
49,Earth - Ground,49,2004,S
49,Begin - End,49,2031,S
49,Alone - Lonely,50,1739,S
49,Blow - Wind,50,1788,S
49,Pop - Soda,51,1859,S
49,Dry - Wet,51,2034,S
49,Safety - Seatbelt,52,2858,S
49,Wine - Cheese,52,2939,S
49,Truth - Lie,53,2059,S
49,Bathroom - Toilet,53,2314,S
49,Phone - Communication,54,2079,S
49,Choice - Decision,54,3281,S
49,Shoe - Foot,55,2208,S
49,Rod - Reel,55,2344,S
49,Flea - Tick,56,1812,S
49,Past - Future,56,1816,S
49,Loud - Noise,57,2077,S
49,Lettuce - Salad,57,2472,S
49,Honey - Bee,58,1584,S
49,Own - Have,58,4892,S
49,Baby - Child,59,1812,S
49,Tantrum - Temper,59,2008,S
49,Sun - Tan,60,2189,S
49,Circle - Round,60,3654,S
49,Justice - Maroon,61,2375,S
49,Pusher - Clutter,61,2648,U
49,Dietary - Sacking,62,3944,U
49,Stretch - Cloth,62,4244,U
49,Park - Hungry,63,2389,U
49,Give - Steak,63,2522,U
49,Maze - Election,64,2416,U
49,Lift - Woman,64,2805,U
49,Meat - Obtain,65,1493,U
49,Soon - Belt,65,3328,U
49,Crackle - Able,66,1892,U
49,Discover - Floor,66,3316,U
49,Death - Business,67,2846,U
49,Shell - Snake,67,2981,U
49,Debate - Sight,68,2079,U
49,Listen - Fiction,68,2642,U
49,Keys - Joke,69,1671,U
49,Artery - Bronze,69,3622,U
49,Cake - Clothes,70,1900,U
49,Fix - Hand,70,2337,U
49,Machine - Position,71,3044,U
49,Name - Hate,71,3757,U
49,Happy - Car,72,1711,U
49,Fuzzy - Bang,72,2933,U
49,Allow - Tuck,73,1986,U
49,Moat - Clear,73,2049,U
49,Lease - Toil,74,1861,U
49,Art - Lion,74,2093,U
49,Loan - Sign,75,1626,U
49,Strong - Accident,75,4176,U
49,Both - Ounce,76,1861,U
49,Sugar - Riddle,76,2214,U
49,Valley - Add,77,2298,U
49,Temperature - Morning,77,2817,U
49,Cash - Would,78,2170,U
49,Mirror - Children,78,2447,U
49,Main - Scar,79,2371,U
49,Hide - Sick,79,2913,U
49,Charm - Vehicle,80,2695,U
49,King - Vase,80,2866,U
50,Delinquent - Bad,1,3799,F
50,Extension - Long,1,4666,F
50,Digestion - Stomach,2,3542,F
50,Clue - Game,2,3558,F
50,Wage - Money,3,4135,F
50,Cactus - Plant,3,4297,F
50,Chisel - Hammer,4,3897,F
50,Shoelace - Tie,4,4125,F
50,Detective - Mystery,5,3611,F
50,Editor - News,5,4010,F
50,Adjourn - End,6,3155,F
50,Hornet - Sting,6,4719,F
50,Furry - Dog,7,3421,F
50,Bitter - Cold,7,4177,F
50,Root - Plant,8,3674,F
50,Litter - Trash,8,3827,F
50,Cherry - Red,9,3384,F
50,Swan - Bird,9,4424,F
50,Paw - Dog,10,3865,F
50,Scalp - Head,10,4169,F
50,Way - Out,11,2713,F
50,Driver - Car,11,3348,F
50,Hygiene - Clean,12,3569,F
50,Chop - Cut,12,4666,F
50,Mule - Donkey,13,3040,F
50,Bridge - Water,13,4334,F
50,Geology - Rock,14,3284,F
50,Document - Paper,14,3570,F
50,Incense - Smell,15,3070,F
50,Revolution - War,15,4360,F
50,Dine - Eat,16,2717,F
50,Discussion - Talk,16,4391,F
50,Herd - Cow,17,4045,F
50,Shears - Scissors,17,4306,F
50,Feud - Fight,18,3015,F
50,Credit - Card,18,3863,F
50,Orchid - Flower,19,3258,F
50,Chill - Cold,19,3921,F
50,Tuna -  Fish,20,3477,F
50,Affection - Love,20,3507,F
50,Full - Enough,21,3997,B
50,Turn - Flip,21,4041,B
50,Drink - Sip,22,3382,B
50,Car - Windshield,22,3530,B
50,Dark - Cave,23,2885,B
50,Bad - Villain,23,4300,B
50,Bird - Penguin,24,3996,B
50,Take - Seize,24,4192,B
50,Star - Actress,25,2918,B
50,Height - Growth,25,3011,B
50,Thread - Thimble,26,3624,B
50,Sentence - Word,26,3966,B
50,Bug - Wasp,27,3022,B
50,Even - Revenge,27,4370,B
50,Pop - Balloon,28,4091,B
50,Math - Division,28,4303,B
50,Law - Attorney,29,3524,B
50,Fruit - Strawberry,29,4868,B
50,Great - Fantastic,30,3933,B
50,Best - Favorite,30,4013,B
50,Key - Latch,31,2932,B
50,Cat - Panther,31,3659,B
50,Glass - Breakable,32,3744,B
50,Hot - Chili,32,4253,B
50,Dead - Coffin,33,3317,B
50,Ball - Racket,33,4537,B
50,Work - Chore,34,3033,B
50,Plane - Aircraft,34,3278,B
50,Fish - Sardine,35,4362,B
50,Hunger - Famine,35,4428,B
50,Baseball - League,36,3971,B
50,Sleep - Drowsy,36,3992,B
50,Smell - Stench,37,3043,B
50,Money - Banker,37,4382,B
50,Clothes - Attire,38,3072,B
50,Honest - Truthful,38,3696,B
50,Sleep - Nap,39,3556,B
50,Plane - Pilot,39,3833,B
50,Fire - Blaze,40,4577,B
50,Fight - Brawl,40,4857,B
50,Due - Assignment,41,3567,S
50,Razor - Shave,41,3985,S
50,Number - Amount,42,3853,S
50,Rights - Equal,42,4126,S
50,Mason - Jar,43,0,S
50,Location - Site,43,4466,S
50,Dump - Waste,44,4164,S
50,Candle - Wax,44,4584,S
50,Trial - Jury,45,3421,S
50,Wrist - Bracelet,45,3910,S
50,Architecture - Design,46,3136,S
50,Element - Carbon,46,3481,S
50,Gone - Away,47,3167,S
50,Grill -Bar,47,3716,S
50,Water - Drink,48,2553,S
50,Kidney - Liver,48,3528,S
50,Begin - End,49,2306,S
50,Earth - Ground,49,4111,S
50,Blow - Wind,50,3732,S
50,Alone - Lonely,50,3984,S
50,Pop - Soda,51,3788,S
50,Dry - Wet,51,3806,S
50,Wine - Cheese,52,3554,S
50,Safety - Seatbelt,52,3576,S
50,Bathroom - Toilet,53,3763,S
50,Truth - Lie,53,4313,S
50,Choice - Decision,54,3950,S
50,Phone - Communication,54,4452,S
50,Shoe - Foot,55,3472,S
50,Rod - Reel,55,4165,S
50,Past - Future,56,2179,S
50,Flea - Tick,56,3994,S
50,Loud - Noise,57,4077,S
50,Lettuce - Salad,57,4442,S
50,Honey - Bee,58,1991,S
50,Own - Have,58,3398,S
50,Baby - Child,59,3754,S
50,Tantrum - Temper,59,4974,S
50,Circle - Round,60,3518,S
50,Sun - Tan,60,3546,S
50,Justice - Maroon,61,2555,S
50,Pusher - Clutter,61,3601,U
50,Stretch - Cloth,62,3440,U
50,Dietary - Sacking,62,4410,U
50,Give - Steak,63,4090,U
50,Park - Hungry,63,4411,U
50,Maze - Election,64,4095,U
50,Lift - Woman,64,4917,U
50,Soon - Belt,65,3653,U
50,Meat - Obtain,65,3935,U
50,Crackle - Able,66,3163,U
50,Discover - Floor,66,3394,U
50,Death - Business,67,3275,U
50,Shell - Snake,67,4363,U
50,Listen - Fiction,68,3716,U
50,Debate - Sight,68,3918,U
50,Keys - Joke,69,4079,U
50,Artery - Bronze,69,4423,U
50,Cake - Clothes,70,2817,U
50,Fix - Hand,70,3669,U
50,Machine - Position,71,2854,U
50,Name - Hate,71,3483,U
50,Fuzzy - Bang,72,4059,U
50,Happy - Car,72,4345,U
50,Allow - Tuck,73,3659,U
50,Moat - Clear,73,4333,U
50,Art - Lion,74,3123,U
50,Lease - Toil,74,4197,U
50,Loan - Sign,75,3508,U
50,Strong - Accident,75,3574,U
50,Sugar - Riddle,76,2853,U
50,Both - Ounce,76,4349,U
50,Valley - Add,77,3402,U
50,Temperature - Morning,77,3799,U
50,Cash - Would,78,4543,U
50,Mirror - Children,78,4775,U
50,Hide - Sick,79,3608,U
50,Main - Scar,79,4168,U
50,King - Vase,80,3334,U
50,Charm - Vehicle,80,510,U
51,Flip - Turn,1,2782,F
51,Enough - Full,1,3300,F
51,Windshield - Car,2,2782,F
51,Sip - Drink,2,3106,F
51,Cave - Dark,3,2558,F
51,Villain - Bad,3,2773,F
51,Seize - Take,4,2488,F
51,Penguin - Bird,4,2546,F
51,Growth - Height,5,2151,F
51,Actress - Star,5,2239,F
51,Thimble - Thread,6,2087,F
51,Word - Sentence,6,2856,F
51,Revenge - Even,7,2955,F
51,Wasp - Bug,7,3127,F
51,Division - Math,8,2940,F
51,Balloon - Pop,8,3052,F
51,Strawberry - Fruit,9,2405,F
51,Attorney - Law,9,2697,F
51,Favorite - Best,10,3299,F
51,Fantastic - Great,10,4534,F
51,Panther - Cat,11,2426,F
51,Latch - Key,11,3205,F
51,Breakable - Glass,12,2866,F
51,Chili - Hot,12,3568,F
51,Coffin - Dead,13,2661,F
51,Racket - Ball,13,4163,F
51,Chore - Work,14,2833,F
51,Aircraft - Plane,14,2859,F
51,Famine - Hunger,15,3055,F
51,Sardine - Fish,15,3147,F
51,League - Baseball,16,2643,F
51,Drowsy - Sleep,16,4967,F
51,Stench - Smell,17,3487,F
51,Banker - Money,17,3516,F
51,Truthful - Honest,18,2846,F
51,Attire - Clothes,18,4510,F
51,Nap - Sleep,19,2070,F
51,Pilot - Plane,19,3353,F
51,Blaze - Fire,20,2252,F
51,Brawl - Fight,20,2624,F
51,Bad - Delinquent,21,2495,B
51,Long - Extension,21,3659,B
51,Game - Clue,22,2072,B
51,Stomach - Digestion,22,2617,B
51,Money - Wage,23,1934,B
51,Tie - Shoelace,23,3441,B
51,News - Editor,24,2056,B
51,Mystery - Detective,24,2531,B
51,End - Adjourn,25,2708,B
51,Sting - Hornet,25,4319,B
51,Dog - Furry,26,1860,B
51,Cold - Bitter,26,2940,B
51,Plant - Root,27,2168,B
51,Trash - Litter,27,2478,B
51,Red - Cherry,28,1850,B
51,Bird - Swan,28,2755,B
51,Dog - Paw,29,2177,B
51,Head - Scalp,29,2774,B
51,Car - Driver,30,1667,B
51,Out - Way,30,2954,B
51,Clean - Hygiene,31,3297,B
51,Cut - Chop,31,505,B
51,Donkey - Mule,32,2462,B
51,Water - Bridge,32,2769,B
51,Paper - Document,33,2840,B
51,Rock - Geology,33,3033,B
51,War - Revolution,34,0,B
51,Smell - Incense,34,1919,B
51,Talk - Discussion,35,2418,B
51,Eat - Dine,35,2549,B
51,Scissors - Shears,36,2291,B
51,Cow - Herd,36,2717,B
51,Fight - Feud,37,2793,B
51,Card - Credit,37,3140,B
51,Plant - Cactus,38,2186,B
51,Flower - Orchid,38,3986,B
51,Cold - Chill,39,2319,B
51,Fish - Tuna,39,2581,B
51,Hammer - Chisel,40,1984,B
51,Love - Affection,40,2104,B
51,Shave - Razor,41,2215,S
51,Assignment - Due,41,2842,S
51,Equal - Rights,42,2328,S
51,Amount - Number,42,2745,S
51,Site - Location,43,2229,S
51,Jar - Mason,43,32,S
51,Wax - Candle,44,1516,S
51,Waste - Dump,44,3810,S
51,Bracelet - Wrist,45,1896,S
51,Jury - Trial,45,2653,S
51,Carbon - Element,46,2768,S
51,Design - Architecture,46,3347,S
51,Away - Gone,47,2126,S
51,Bar - Grill,47,2303,S
51,Drink - Water,48,1602,S
51,Liver - Kidney,48,2015,S
51,Ground - Earth,49,2021,S
51,End - Begin,49,2161,S
51,Lonely - Alone,50,2044,S
51,Wind - Blow,50,4078,S
51,Soda - Pop,51,3432,S
51,Seatbelt - Safety,51,3507,S
51,Cheese - Wine,52,3034,S
51,Lie - Truth,52,4710,S
51,Communication - Phone,53,2477,S
51,Toilet - Bathroom,53,3302,S
51,Decision - Choice,54,2594,S
51,Reel - Rod,54,2838,S
51,Foot - Shoe,55,1938,S
51,Tick - Flea,55,2207,S
51,Noise - Loud,56,2228,S
51,Future - Past,56,4565,S
51,Have - Own,57,2964,S
51,Salad - Lettuce,57,4438,S
51,Temper - Tantrum,58,3161,S
51,Bee - Honey,58,3248,S
51,Tan - Sun,59,2281,S
51,Child - Baby,59,2695,S
51,Round - Circle,60,2736,S
51,Maroon - Justice,60,3872,S
51,Clutter - Pusher,61,2139,S
51,Cloth - Stretch,61,2515,U
51,Election - Maze,62,2518,U
51,Sacking - Dietary,62,2620,U
51,Charm - Vehicle,63,2515,U
51,Hungry - Park,63,4139,U
51,Obtain - Meat,64,2259,U
51,Woman - Lift,64,2436,U
51,Able - Crackle,65,0,U
51,Belt - Soon,65,2254,U
51,Shake - Shell,66,2219,U
51,Floor - Discover,66,3096,U
51,Fiction - Listen,67,2296,U
51,Business - Death,67,2619,U
51,Sight - Debate,68,2396,U
51,Joke - Keys,68,4075,U
51,Bronze - Artery,69,2008,U
51,Hate - Name,69,3092,U
51,Bang - Fuzzy,70,2833,U
51,Hand - Fix,70,3149,U
51,Position - Machine,71,2356,U
51,Clear - Moat,71,2877,U
51,Car - Happy,72,2664,U
51,Wet - Dry,72,3649,U
51,Steak - Give,73,2850,U
51,Tuck - Allow,73,375,U
51,Lion - Art,74,2066,U
51,Clothes - Cake,74,2728,U
51,Toil - Lease,75,3243,U
51,Accident - Strong,75,3826,U
51,Riddle - Sugar,76,2620,U
51,Sign - Loan,76,3611,U
51,Add - Valley,77,2520,U
51,Ounce - Both,77,2521,U
51,Morning - Temperature,78,3191,U
51,Would - Cash,78,4367,U
51,Children - Mirror,79,2734,U
51,Sick - Hide,79,3369,U
51,Vase - King,80,2119,U
51,Main - Scar,80,2617,U
52,Enough - Full,1,2572,F
52,Flip - Turn,1,4126,F
52,Sip - Drink,2,2293,F
52,Windshield - Car,2,2738,F
52,Villain - Bad,3,2787,F
52,Cave - Dark,3,2955,F
52,Penguin - Bird,4,2171,F
52,Seize - Take,4,3470,F
52,Growth - Height,5,0,F
52,Actress - Star,5,3505,F
52,Word - Sentence,6,3377,F
52,Thimble - Thread,6,4542,F
52,Revenge - Even,7,3651,F
52,Wasp - Bug,7,3753,F
52,Division - Math,8,2842,F
52,Balloon - Pop,8,4025,F
52,Attorney - Law,9,2725,F
52,Strawberry - Fruit,9,4575,F
52,Favorite - Best,10,4556,F
52,Fantastic - Great,10,4932,F
52,Panther - Cat,11,2306,F
52,Latch - Key,11,2925,F
52,Breakable - Glass,12,2934,F
52,Chili - Hot,12,3594,F
52,Racket - Ball,13,2645,F
52,Coffin - Dead,13,3428,F
52,Aircraft - Plane,14,2309,F
52,Chore - Work,14,3601,F
52,Famine - Hunger,15,2720,F
52,Sardine - Fish,15,3717,F
52,Drowsy - Sleep,16,2256,F
52,League - Baseball,16,2424,F
52,Banker - Money,17,3885,F
52,Stench - Smell,17,3923,F
52,Attire - Clothes,18,2523,F
52,Truthful - Honest,18,2598,F
52,Nap - Sleep,19,1800,F
52,Pilot - Plane,19,2710,F
52,Brawl - Fight,20,2928,F
52,Blaze - Fire,20,4910,F
52,Bad - Delinquent,21,3956,B
52,Long - Extension,21,4173,B
52,Game - Clue,22,4073,B
52,Stomach - Digestion,22,4104,B
52,Money - Wage,23,4060,B
52,Tie - Shoelace,23,4393,B
52,Mystery - Detective,24,2816,B
52,News - Editor,24,3198,B
52,End - Adjourn,25,2752,B
52,Sting - Hornet,25,3217,B
52,Cold - Bitter,26,1972,B
52,Dog - Furry,26,4625,B
52,Plant - Root,27,4474,B
52,Trash - Litter,27,4501,B
52,Bird - Swan,28,3213,B
52,Red - Cherry,28,4932,B
52,Dog - Paw,29,3018,B
52,Head - Scalp,29,3112,B
52,Out - Way,30,2283,B
52,Car - Driver,30,3338,B
52,Clean - Hygiene,31,2841,B
52,Cut - Chop,31,3357,B
52,Water - Bridge,32,3497,B
52,Donkey - Mule,32,4296,B
52,Rock - Geology,33,3360,B
52,Paper - Document,33,3970,B
52,Smell - Incense,34,3485,B
52,War - Revolution,34,3518,B
52,Talk - Discussion,35,3110,B
52,Eat - Dine,35,3993,B
52,Scissors - Shears,36,3694,B
52,Cow - Herd,36,3951,B
52,Fight - Feud,37,2717,B
52,Card - Credit,37,4320,B
52,Plant - Cactus,38,2373,B
52,Flower - Orchid,38,3798,B
52,Fish - Tuna,39,182,B
52,Cold - Chill,39,3438,B
52,Hammer - Chisel,40,2948,B
52,Love - Affection,40,3823,B
52,Assignment - Due,41,2526,S
52,Shave - Razor,41,2712,S
52,Amount - Number,42,3453,S
52,Equal - Rights,42,3490,S
52,Site - Location,43,2700,S
52,Jar - Mason,43,3960,S
52,Wax - Candle,44,3928,S
52,Waste - Dump,44,4157,S
52,Bracelet - Wrist,45,2867,S
52,Jury - Trial,45,3387,S
52,Carbon - Element,46,3847,S
52,Design - Architecture,46,4433,S
52,Bar - Grill,47,2651,S
52,Away - Gone,47,2696,S
52,Liver - Kidney,48,2809,S
52,Drink - Water,48,3197,S
52,End - Begin,49,2193,S
52,Ground - Earth,49,3387,S
52,Wind - Blow,50,3063,S
52,Lonely - Alone,50,4307,S
52,Seatbelt - Safety,51,2145,S
52,Soda - Pop,51,2328,S
52,Lie - Truth,52,3889,S
52,Cheese - Wine,52,4037,S
52,Toilet - Bathroom,53,2430,S
52,Communication - Phone,53,3284,S
52,Decision - Choice,54,3107,S
52,Reel - Rod,54,3368,S
52,Tick - Flea,55,2618,S
52,Foot - Shoe,55,2775,S
52,Future - Past,56,2442,S
52,Noise - Loud,56,2629,S
52,Have - Own,57,4442,S
52,Salad - Lettuce,57,4480,S
52,Bee - Honey,58,2173,S
52,Temper - Tantrum,58,2824,S
52,Tan - Sun,59,1970,S
52,Child - Baby,59,2830,S
52,Round - Circle,60,3183,S
52,Maroon - Justice,60,4889,S
52,Clutter - Pusher,61,3026,S
52,Cloth - Stretch,61,4137,U
52,Sacking - Dietary,62,3122,U
52,Election - Maze,62,3936,U
52,Hungry - Park,63,219,U
52,Charm - Vehicle,63,3913,U
52,Obtain - Meat,64,3287,U
52,Woman - Lift,64,3382,U
52,Belt - Soon,65,2309,U
52,Able - Crackle,65,3722,U
52,Shake - Shell,66,2812,U
52,Floor - Discover,66,2884,U
52,Business - Death,67,2720,U
52,Fiction - Listen,67,4721,U
52,Joke - Keys,68,1732,U
52,Sight - Debate,68,3973,U
52,Bronze - Artery,69,3509,U
52,Hate - Name,69,3597,U
52,Hand - Fix,70,2406,U
52,Bang - Fuzzy,70,3492,U
52,Clear - Moat,71,1728,U
52,Position - Machine,71,4839,U
52,Car - Happy,72,2443,U
52,Wet - Dry,72,2626,U
52,Tuck - Allow,73,3127,U
52,Steak - Give,73,3271,U
52,Clothes - Cake,74,2846,U
52,Lion - Art,74,2924,U
52,Accident - Strong,75,0,U
52,Toil - Lease,75,2909,U
52,Riddle - Sugar,76,3093,U
52,Sign - Loan,76,4211,U
52,Add - Valley,77,2041,U
52,Ounce - Both,77,2523,U
52,Would - Cash,78,2377,U
52,Morning - Temperature,78,4158,U
52,Children - Mirror,79,2370,U
52,Sick - Hide,79,3764,U
52,Vase - King,80,2889,U
52,Main - Scar,80,2920,U
53,Extension - Long,1,2508,F
53,Delinquent - Bad,1,2857,F
53,Clue - Game,2,1956,F
53,Digestion - Stomach,2,4561,F
53,Cactus - Plant,3,2044,F
53,Wage - Money,3,2996,F
53,Shoelace - Tie,4,1675,F
53,Chisel - Hammer,4,3327,F
53,Editor - News,5,2309,F
53,Detective - Mystery,5,2755,F
53,Adjourn - End,6,2312,F
53,Hornet - Sting,6,4770,F
53,Bitter - Cold,7,2873,F
53,Furry - Dog,7,3071,F
53,Litter - Trash,8,2135,F
53,Root - Plant,8,2661,F
53,Cherry - Red,9,1558,F
53,Swan - Bird,9,3447,F
53,Scalp - Head,10,2303,F
53,Paw - Dog,10,3990,F
53,Driver - Car,11,1801,F
53,Way - Out,11,3995,F
53,Chop - Cut,12,1663,F
53,Hygiene - Clean,12,3441,F
53,Bridge - Water,13,2514,F
53,Mule - Donkey,13,3311,F
53,Document - Paper,14,2728,F
53,Geology - Rock,14,4370,F
53,Incense - Smell,15,2351,F
53,Revolution - War,15,28,F
53,Dine - Eat,16,2825,F
53,Discussion - Talk,16,4416,F
53,Shears - Scissors,17,2299,F
53,Herd - Cow,17,2724,F
53,Feud - Fight,18,2073,F
53,Credit - Card,18,2375,F
53,Chill - Cold,19,1926,F
53,Orchid - Flower,19,4025,F
53,Tuna -  Fish,20,2100,F
53,Affection - Love,20,2273,F
